Record,Time,Latitude,Longitude,Altitude,Speed,GForceX,GForceZ,Lap,LeanAngle,GyroX,GyroY,GyroZ
8110,2026-09-13T13:43:36.920Z,48.0514464,17.5658338,118.3,82.21,0.338,1.265,2,-39.8,11.52,-15.33,15.77
8111,2026-09-13T13:43:36.960Z,48.0514546,17.5658318,118.3,82.65,0.325,1.230,2,-39.8,11.52,-14.82,15.98
8112,2026-09-13T13:43:37.000Z,48.0514628,17.5658296,118.3,83.13,0.319,1.222,2,-39.6,11.84,-15.35,16.36
8113,2026-09-13T13:43:37.040Z,48.0514711,17.5658273,118.3,83.51,0.319,1.245,2,-38.9,12.45,-16.30,17.18
8114,2026-09-13T13:43:37.080Z,48.0514793,17.5658247,118.3,83.97,0.308,1.291,2,-37.5,14.24,-17.37,18.09
8115,2026-09-13T13:43:37.120Z,48.0514877,17.5658220,118.3,84.48,0.320,1.366,2,-35.8,17.71,-18.53,18.52
8116,2026-09-13T13:43:37.160Z,48.0514959,17.5658191,118.4,84.92,0.341,1.411,2,-34.1,22.25,-18.64,18.66
8117,2026-09-13T13:43:37.200Z,48.0515042,17.5658158,118.4,85.40,0.350,1.447,2,-32.2,28.39,-18.39,18.62
8118,2026-09-13T13:43:37.240Z,48.0515125,17.5658125,118.4,85.91,0.361,1.452,2,-30.0,35.94,-17.27,18.17
8119,2026-09-13T13:43:37.280Z,48.0515209,17.5658091,118.4,86.29,0.371,1.419,2,-28.2,43.24,-15.95,17.49
8120,2026-09-13T13:43:37.320Z,48.0515293,17.5658054,118.5,86.52,0.368,1.369,2,-26.8,49.30,-13.90,16.41
8121,2026-09-13T13:43:37.360Z,48.0515376,17.5658018,118.5,86.79,0.341,1.295,2,-24.7,53.59,-11.26,14.50
8122,2026-09-13T13:43:37.400Z,48.0515461,17.5657978,118.5,87.40,0.317,1.219,2,-21.9,54.80,-8.04,11.95
8123,2026-09-13T13:43:37.440Z,48.0515544,17.5657936,118.5,87.81,0.287,1.153,2,-19.0,52.83,-4.86,9.21
8124,2026-09-13T13:43:37.480Z,48.0515628,17.5657894,118.5,88.11,0.237,1.072,2,-16.2,49.84,-1.69,6.80
8125,2026-09-13T13:43:37.520Z,48.0515713,17.5657854,118.5,88.35,0.203,0.997,2,-13.7,46.40,0.32,5.65
8126,2026-09-13T13:43:37.560Z,48.0515797,17.5657814,118.6,88.35,0.173,0.928,2,-12.1,44.34,1.02,5.93
8127,2026-09-13T13:43:37.600Z,48.0515881,17.5657775,118.6,88.34,0.149,0.870,2,-11.7,44.56,0.16,7.24
8128,2026-09-13T13:43:37.640Z,48.0515966,17.5657735,118.6,88.43,0.139,0.844,2,-11.2,46.66,-1.62,9.09
8129,2026-09-13T13:43:37.680Z,48.0516051,17.5657695,118.6,88.67,0.145,0.841,2,-9.9,49.93,-3.44,10.38
8130,2026-09-13T13:43:37.720Z,48.0516136,17.5657653,118.6,88.97,0.144,0.839,2,-8.2,54.07,-4.67,10.34
8131,2026-09-13T13:43:37.760Z,48.0516221,17.5657611,118.6,89.34,0.152,0.857,2,-5.7,57.63,-5.48,9.22
8132,2026-09-13T13:43:37.800Z,48.0516306,17.5657568,118.6,89.69,0.147,0.880,2,-2.4,60.01,-5.35,7.21
8133,2026-09-13T13:43:37.840Z,48.0516392,17.5657525,118.6,89.79,0.121,0.891,2,0.8,61.62,-4.90,5.01
8134,2026-09-13T13:43:37.880Z,48.0516477,17.5657483,118.6,89.76,0.111,0.935,2,3.2,62.25,-4.54,3.22
8135,2026-09-13T13:43:37.920Z,48.0516562,17.5657440,118.6,89.82,0.096,0.961,2,4.7,62.42,-3.69,1.71
8136,2026-09-13T13:43:37.960Z,48.0516648,17.5657398,118.6,90.17,0.097,0.967,2,6.4,62.48,-2.81,0.27
8137,2026-09-13T13:43:38.000Z,48.0516735,17.5657358,118.6,90.44,0.107,0.961,2,8.4,62.82,-2.06,-0.94
8138,2026-09-13T13:43:38.040Z,48.0516821,17.5657316,118.6,90.77,0.106,0.943,2,9.8,63.26,-1.14,-2.16
8139,2026-09-13T13:43:38.080Z,48.0516908,17.5657276,118.6,91.01,0.110,0.921,2,11.3,63.37,-0.90,-3.65
8140,2026-09-13T13:43:38.120Z,48.0516995,17.5657235,118.6,91.03,0.108,0.913,2,13.1,62.79,-0.62,-5.51
8141,2026-09-13T13:43:38.160Z,48.0517082,17.5657195,118.6,91.20,0.084,0.912,2,15.0,61.20,-0.99,-7.38
8142,2026-09-13T13:43:38.200Z,48.0517169,17.5657157,118.5,91.20,0.073,0.929,2,17.2,58.21,-1.79,-9.22
8143,2026-09-13T13:43:38.240Z,48.0517257,17.5657119,118.5,91.14,0.064,0.960,2,18.9,54.03,-2.76,-10.55
8144,2026-09-13T13:43:38.280Z,48.0517344,17.5657081,118.5,91.28,0.053,1.012,2,20.6,49.98,-3.84,-10.81
8145,2026-09-13T13:43:38.320Z,48.0517432,17.5657045,118.5,91.32,0.049,1.053,2,22.0,46.43,-4.86,-10.07
8146,2026-09-13T13:43:38.360Z,48.0517522,17.5657011,118.5,91.57,0.045,1.093,2,23.0,43.79,-5.43,-8.67
8147,2026-09-13T13:43:38.400Z,48.0517610,17.5656978,118.5,91.76,0.035,1.122,2,23.7,42.51,-5.81,-7.24
8148,2026-09-13T13:43:38.440Z,48.0517699,17.5656945,118.4,91.78,0.032,1.135,2,24.6,42.02,-6.07,-6.58
8149,2026-09-13T13:43:38.480Z,48.0517788,17.5656914,118.4,91.88,0.016,1.131,2,26.0,41.37,-6.05,-7.20
8150,2026-09-13T13:43:38.520Z,48.0517877,17.5656881,118.4,91.88,0.011,1.145,2,27.6,40.20,-6.63,-9.06
8151,2026-09-13T13:43:38.560Z,48.0517966,17.5656851,118.4,91.81,-0.004,1.158,2,29.4,38.11,-7.38,-11.53
8152,2026-09-13T13:43:38.600Z,48.0518057,17.5656823,118.4,91.78,-0.025,1.188,2,31.0,34.63,-8.19,-14.03
8153,2026-09-13T13:43:38.640Z,48.0518146,17.5656796,118.4,91.65,-0.038,1.233,2,31.9,30.41,-9.46,-15.78
8154,2026-09-13T13:43:38.680Z,48.0518236,17.5656771,118.4,91.68,-0.029,1.279,2,32.4,25.87,-10.66,-16.47
8155,2026-09-13T13:43:38.720Z,48.0518326,17.5656747,118.4,91.79,-0.034,1.308,2,32.9,22.19,-11.38,-15.95
8156,2026-09-13T13:43:38.760Z,48.0518417,17.5656726,118.4,92.13,-0.003,1.340,2,33.5,19.09,-11.93,-14.70
8157,2026-09-13T13:43:38.800Z,48.0518508,17.5656705,118.4,92.20,0.008,1.336,2,34.0,17.56,-11.83,-13.27
8158,2026-09-13T13:43:38.840Z,48.0518600,17.5656687,118.4,92.34,0.016,1.322,2,34.7,16.83,-11.53,-12.24
8159,2026-09-13T13:43:38.880Z,48.0518692,17.5656669,118.3,92.40,0.030,1.322,2,35.5,16.17,-11.69,-11.72
8160,2026-09-13T13:43:38.920Z,48.0518783,17.5656653,118.4,92.27,0.024,1.296,2,36.2,15.30,-11.76,-11.82
8161,2026-09-13T13:43:38.960Z,48.0518875,17.5656639,118.4,92.39,0.019,1.297,2,37.1,14.49,-12.15,-12.26
8162,2026-09-13T13:43:39.000Z,48.0518967,17.5656628,118.3,92.38,0.029,1.310,2,37.5,13.50,-12.77,-12.81
8163,2026-09-13T13:43:39.040Z,48.0519059,17.5656619,118.3,92.47,0.026,1.322,2,37.9,12.11,-13.21,-13.18
8164,2026-09-13T13:43:39.080Z,48.0519152,17.5656610,118.3,92.60,0.028,1.346,2,38.2,10.85,-13.77,-13.93
8165,2026-09-13T13:43:39.120Z,48.0519244,17.5656604,118.3,92.69,0.046,1.380,2,38.5,8.95,-14.29,-14.59
8166,2026-09-13T13:43:39.160Z,48.0519338,17.5656598,118.3,92.74,0.051,1.397,2,38.8,6.70,-14.61,-15.42
8167,2026-09-13T13:43:39.200Z,48.0519431,17.5656596,118.3,92.99,0.054,1.408,2,39.2,3.89,-14.89,-15.97
8168,2026-09-13T13:43:39.240Z,48.0519523,17.5656595,118.3,93.11,0.068,1.424,2,39.3,0.80,-15.09,-15.95
8169,2026-09-13T13:43:39.280Z,48.0519616,17.5656596,118.3,93.23,0.090,1.426,2,39.5,-1.94,-14.70,-15.12
8170,2026-09-13T13:43:39.320Z,48.0519711,17.5656599,118.3,93.50,0.104,1.412,2,39.6,-3.26,-13.54,-13.51
8171,2026-09-13T13:43:39.360Z,48.0519803,17.5656605,118.3,93.80,0.113,1.379,2,39.5,-3.40,-12.24,-11.42
8172,2026-09-13T13:43:39.400Z,48.0519899,17.5656612,118.3,94.09,0.122,1.343,2,39.4,-2.06,-10.82,-9.73
8173,2026-09-13T13:43:39.440Z,48.0519991,17.5656620,118.3,94.05,0.117,1.300,2,39.7,0.30,-9.54,-8.85
8174,2026-09-13T13:43:39.480Z,48.0520086,17.5656630,118.3,94.04,0.082,1.245,2,40.1,3.31,-8.71,-8.57
8175,2026-09-13T13:43:39.520Z,48.0520179,17.5656643,118.3,94.15,0.067,1.232,2,40.4,5.76,-8.65,-9.15
8176,2026-09-13T13:43:39.560Z,48.0520273,17.5656656,118.3,94.21,0.049,1.210,2,40.6,7.96,-8.85,-9.87
8177,2026-09-13T13:43:39.600Z,48.0520368,17.5656672,118.3,94.36,0.037,1.211,2,40.9,9.81,-9.53,-10.67
8178,2026-09-13T13:43:39.640Z,48.0520460,17.5656688,118.3,94.45,0.038,1.243,2,41.1,10.79,-10.50,-11.26
8179,2026-09-13T13:43:39.680Z,48.0520555,17.5656708,118.3,94.43,0.018,1.269,2,41.6,11.65,-10.99,-11.84
8180,2026-09-13T13:43:39.720Z,48.0520647,17.5656728,118.2,94.34,-0.014,1.305,2,42.0,12.45,-11.26,-12.40
8181,2026-09-13T13:43:39.760Z,48.0520740,17.5656751,118.2,94.14,-0.067,1.346,2,42.1,12.75,-11.48,-12.95
8182,2026-09-13T13:43:39.800Z,48.0520832,17.5656776,118.2,93.87,-0.113,1.392,2,42.3,12.35,-11.63,-13.19
8183,2026-09-13T13:43:39.840Z,48.0520925,17.5656804,118.2,93.50,-0.156,1.410,2,42.5,12.13,-11.81,-13.06
8184,2026-09-13T13:43:39.880Z,48.0521015,17.5656833,118.2,93.44,-0.174,1.422,2,42.7,11.55,-12.11,-12.68
8185,2026-09-13T13:43:39.920Z,48.0521106,17.5656864,118.2,93.49,-0.173,1.425,2,42.9,11.51,-12.43,-12.15
8186,2026-09-13T13:43:39.960Z,48.0521197,17.5656897,118.2,93.35,-0.165,1.422,2,43.0,11.20,-13.12,-12.00
8187,2026-09-13T13:43:40.000Z,48.0521287,17.5656931,118.2,93.16,-0.157,1.424,2,43.0,10.09,-14.05,-12.36
8188,2026-09-13T13:43:40.040Z,48.0521377,17.5656967,118.2,92.82,-0.149,1.434,2,43.4,8.38,-15.50,-13.19
8189,2026-09-13T13:43:40.080Z,48.0521466,17.5657004,118.2,92.57,-0.155,1.444,2,43.8,6.79,-16.44,-14.18
8190,2026-09-13T13:43:40.120Z,48.0521553,17.5657045,118.2,92.39,-0.160,1.454,2,44.2,4.33,-17.70,-15.02
8191,2026-09-13T13:43:40.160Z,48.0521642,17.5657088,118.2,92.37,-0.156,1.458,2,44.3,2.03,-18.14,-15.41
8192,2026-09-13T13:43:40.200Z,48.0521729,17.5657132,118.2,92.33,-0.134,1.457,2,44.1,0.07,-18.32,-15.37
8193,2026-09-13T13:43:40.240Z,48.0521816,17.5657178,118.2,92.26,-0.101,1.455,2,44.2,-1.28,-18.13,-15.12
8194,2026-09-13T13:43:40.280Z,48.0521903,17.5657226,118.2,92.37,-0.044,1.465,2,44.6,-2.56,-18.16,-14.58
8195,2026-09-13T13:43:40.320Z,48.0521989,17.5657277,118.2,92.59,-0.004,1.443,2,44.6,-2.84,-17.51,-13.88
8196,2026-09-13T13:43:40.360Z,48.0522075,17.5657330,118.2,92.69,0.025,1.417,2,44.5,-2.49,-16.88,-13.28
8197,2026-09-13T13:43:40.400Z,48.0522160,17.5657385,118.2,92.81,0.042,1.400,2,44.5,-1.57,-16.40,-12.83
8198,2026-09-13T13:43:40.440Z,48.0522245,17.5657441,118.2,92.86,0.032,1.373,2,44.6,-0.77,-16.13,-12.71
8199,2026-09-13T13:43:40.480Z,48.0522329,17.5657499,118.2,92.83,0.033,1.368,2,44.6,-0.01,-16.37,-12.96
8200,2026-09-13T13:43:40.520Z,48.0522413,17.5657560,118.2,92.98,0.038,1.381,2,44.6,0.18,-17.01,-13.39
8201,2026-09-13T13:43:40.560Z,48.0522496,17.5657622,118.2,93.14,0.059,1.410,2,44.7,0.39,-17.76,-13.97
8202,2026-09-13T13:43:40.600Z,48.0522580,17.5657686,118.2,93.44,0.084,1.423,2,44.8,0.44,-18.35,-14.17
8203,2026-09-13T13:43:40.640Z,48.0522662,17.5657753,118.2,93.75,0.124,1.454,2,45.0,0.52,-18.42,-14.17
8204,2026-09-13T13:43:40.680Z,48.0522745,17.5657822,118.2,94.08,0.144,1.457,2,45.0,0.70,-17.97,-13.79
8205,2026-09-13T13:43:40.720Z,48.0522826,17.5657893,118.2,94.28,0.167,1.467,2,45.0,1.22,-17.48,-13.39
8206,2026-09-13T13:43:40.760Z,48.0522907,17.5657966,118.3,94.42,0.177,1.461,2,45.0,1.92,-16.41,-12.90
8207,2026-09-13T13:43:40.800Z,48.0522988,17.5658041,118.2,94.59,0.179,1.447,2,44.9,2.60,-15.40,-12.48
8208,2026-09-13T13:43:40.840Z,48.0523067,17.5658117,118.2,94.94,0.181,1.423,2,45.0,3.51,-14.78,-12.23
8209,2026-09-13T13:43:40.880Z,48.0523146,17.5658195,118.2,95.18,0.177,1.390,2,45.1,4.41,-14.16,-12.14
8210,2026-09-13T13:43:40.920Z,48.0523227,17.5658275,118.2,95.41,0.177,1.373,2,45.3,4.72,-14.46,-12.30
8211,2026-09-13T13:43:40.960Z,48.0523304,17.5658357,118.2,95.53,0.166,1.382,2,45.4,4.35,-15.45,-12.94
8212,2026-09-13T13:43:41.000Z,48.0523383,17.5658440,118.2,95.75,0.167,1.412,2,45.4,3.37,-16.83,-13.88
8213,2026-09-13T13:43:41.040Z,48.0523460,17.5658526,118.2,95.91,0.174,1.449,2,45.6,1.65,-17.84,-14.67
8214,2026-09-13T13:43:41.080Z,48.0523537,17.5658616,118.2,96.36,0.199,1.488,2,45.7,-0.05,-18.89,-15.11
8215,2026-09-13T13:43:41.120Z,48.0523612,17.5658707,118.3,96.96,0.231,1.521,2,45.5,-1.63,-18.80,-15.07
8216,2026-09-13T13:43:41.160Z,48.0523687,17.5658801,118.3,97.52,0.255,1.518,2,45.0,-2.53,-18.06,-14.46
8217,2026-09-13T13:43:41.200Z,48.0523762,17.5658897,118.3,97.85,0.272,1.508,2,44.4,-3.03,-17.28,-13.75
8218,2026-09-13T13:43:41.240Z,48.0523836,17.5658993,118.3,98.09,0.281,1.500,2,44.3,-3.70,-16.54,-13.32
8219,2026-09-13T13:43:41.280Z,48.0523910,17.5659092,118.3,98.38,0.281,1.479,2,44.3,-4.60,-16.20,-13.16
8220,2026-09-13T13:43:41.320Z,48.0523982,17.5659192,118.3,98.76,0.280,1.466,2,44.4,-5.42,-16.13,-13.29
8221,2026-09-13T13:43:41.360Z,48.0524054,17.5659294,118.3,99.21,0.301,1.463,2,44.3,-6.58,-16.30,-13.28
8222,2026-09-13T13:43:41.400Z,48.0524125,17.5659399,118.3,99.66,0.316,1.459,2,44.0,-7.36,-15.79,-13.09
8223,2026-09-13T13:43:41.440Z,48.0524197,17.5659506,118.3,100.32,0.339,1.436,2,43.5,-7.85,-15.14,-12.53
8224,2026-09-13T13:43:41.480Z,48.0524267,17.5659615,118.3,100.91,0.353,1.416,2,42.8,-7.80,-14.32,-11.98
8225,2026-09-13T13:43:41.520Z,48.0524337,17.5659726,118.3,101.42,0.347,1.390,2,42.5,-7.82,-13.67,-11.75
8226,2026-09-13T13:43:41.560Z,48.0524405,17.5659837,118.3,101.75,0.355,1.377,2,42.2,-7.97,-13.44,-12.14
8227,2026-09-13T13:43:41.600Z,48.0524475,17.5659951,118.3,102.14,0.347,1.357,2,42.3,-8.95,-14.00,-12.80
8228,2026-09-13T13:43:41.640Z,48.0524543,17.5660067,118.3,102.69,0.361,1.383,2,42.4,-10.46,-14.67,-13.70
8229,2026-09-13T13:43:41.680Z,48.0524610,17.5660185,118.3,103.18,0.370,1.407,2,41.9,-12.11,-14.67,-13.83
8230,2026-09-13T13:43:41.720Z,48.0524677,17.5660306,118.3,103.81,0.399,1.418,2,41.3,-14.00,-14.44,-12.95
8231,2026-09-13T13:43:41.760Z,48.0524742,17.5660428,118.3,104.43,0.401,1.417,2,40.5,-15.14,-13.22,-11.54
8232,2026-09-13T13:43:41.800Z,48.0524808,17.5660551,118.3,104.99,0.413,1.400,2,39.8,-15.22,-11.44,-9.82
8233,2026-09-13T13:43:41.840Z,48.0524872,17.5660677,118.3,105.53,0.421,1.359,2,39.4,-14.79,-10.06,-8.30
8234,2026-09-13T13:43:41.880Z,48.0524937,17.5660803,118.3,105.96,0.405,1.300,2,38.9,-13.60,-9.03,-7.92
8235,2026-09-13T13:43:41.920Z,48.0525001,17.5660931,118.3,106.54,0.414,1.272,2,38.7,-12.56,-8.69,-8.62
8236,2026-09-13T13:43:41.960Z,48.0525065,17.5661060,118.3,107.06,0.422,1.248,2,38.4,-12.55,-9.41,-10.01
8237,2026-09-13T13:43:42.000Z,48.0525128,17.5661191,118.3,107.72,0.428,1.268,2,37.8,-13.71,-10.70,-11.64
8238,2026-09-13T13:43:42.040Z,48.0525189,17.5661325,118.3,108.35,0.443,1.297,2,36.6,-15.62,-11.18,-12.68
8239,2026-09-13T13:43:42.080Z,48.0525250,17.5661460,118.3,109.03,0.467,1.337,2,35.0,-19.04,-11.70,-12.41
8240,2026-09-13T13:43:42.120Z,48.0525311,17.5661598,118.3,109.70,0.477,1.366,2,32.8,-22.84,-11.08,-11.35
8241,2026-09-13T13:43:42.160Z,48.0525372,17.5661737,118.3,110.37,0.492,1.371,2,30.9,-26.86,-9.53,-9.43
8242,2026-09-13T13:43:42.200Z,48.0525432,17.5661877,118.3,111.03,0.499,1.345,2,29.8,-30.62,-7.61,-7.19
8243,2026-09-13T13:43:42.240Z,48.0525492,17.5662019,118.3,111.73,0.493,1.288,2,29.0,-34.08,-5.68,-5.20
8244,2026-09-13T13:43:42.280Z,48.0525551,17.5662163,118.4,112.41,0.496,1.252,2,27.6,-37.21,-4.09,-3.69
8245,2026-09-13T13:43:42.320Z,48.0525609,17.5662308,118.4,112.94,0.501,1.207,2,25.7,-39.72,-2.41,-2.31
8246,2026-09-13T13:43:42.360Z,48.0525669,17.5662455,118.4,113.70,0.486,1.146,2,23.1,-40.95,-0.85,-1.38
8247,2026-09-13T13:43:42.400Z,48.0525726,17.5662603,118.4,114.57,0.499,1.120,2,20.8,-40.40,0.42,-0.93
8248,2026-09-13T13:43:42.440Z,48.0525785,17.5662752,118.4,115.21,0.482,1.061,2,18.8,-38.29,1.71,-0.88
8249,2026-09-13T13:43:42.480Z,48.0525844,17.5662902,118.4,115.78,0.469,0.994,2,17.2,-35.60,2.31,-1.70
8250,2026-09-13T13:43:42.520Z,48.0525902,17.5663052,118.4,116.21,0.466,0.969,2,16.1,-34.73,1.90,-3.41
8251,2026-09-13T13:43:42.560Z,48.0525962,17.5663202,118.4,116.73,0.468,0.928,2,15.1,-36.40,1.03,-5.67
8252,2026-09-13T13:43:42.600Z,48.0526022,17.5663354,118.4,117.47,0.467,0.896,2,14.6,-40.75,-0.48,-7.72
8253,2026-09-13T13:43:42.640Z,48.0526082,17.5663507,118.4,118.17,0.480,0.927,2,14.1,-46.34,-1.47,-8.52
8254,2026-09-13T13:43:42.680Z,48.0526141,17.5663662,118.4,119.10,0.480,0.950,2,12.0,-51.32,-1.40,-7.48
8255,2026-09-13T13:43:42.720Z,48.0526198,17.5663820,118.4,119.80,0.467,0.972,2,8.7,-53.33,-0.59,-4.95
8256,2026-09-13T13:43:42.760Z,48.0526255,17.5663977,118.4,120.21,0.449,0.993,2,4.5,-53.32,0.76,-2.66
8257,2026-09-13T13:43:42.800Z,48.0526315,17.5664133,118.4,120.49,0.424,0.988,2,2.0,-53.07,2.06,-1.65
8258,2026-09-13T13:43:42.840Z,48.0526378,17.5664290,118.4,120.98,0.411,0.956,2,1.7,-53.49,2.54,-1.89
8259,2026-09-13T13:43:42.880Z,48.0526439,17.5664447,118.3,121.56,0.416,0.928,2,2.4,-55.57,2.64,-2.74
8260,2026-09-13T13:43:42.920Z,48.0526500,17.5664606,118.3,122.22,0.415,0.885,2,1.1,-59.30,2.91,-2.94
8261,2026-09-13T13:43:42.960Z,48.0526561,17.5664766,118.3,122.91,0.414,0.865,2,-1.5,-63.19,2.36,-1.29
8262,2026-09-13T13:43:43.000Z,48.0526622,17.5664927,118.3,123.47,0.419,0.862,2,-4.8,-65.41,2.08,1.55
8263,2026-09-13T13:43:43.040Z,48.0526683,17.5665088,118.2,124.02,0.391,0.847,2,-7.7,-65.75,1.62,4.78
8264,2026-09-13T13:43:43.080Z,48.0526745,17.5665250,118.2,124.59,0.389,0.874,2,-9.9,-63.64,0.60,7.53
8265,2026-09-13T13:43:43.120Z,48.0526807,17.5665411,118.2,125.04,0.379,0.896,2,-11.0,-59.88,-0.36,9.13
8266,2026-09-13T13:43:43.160Z,48.0526872,17.5665573,118.1,125.69,0.380,0.930,2,-12.1,-55.45,-1.16,9.30
8267,2026-09-13T13:43:43.200Z,48.0526935,17.5665737,118.1,126.27,0.380,0.971,2,-13.4,-51.41,-1.36,8.84
8268,2026-09-13T13:43:43.240Z,48.0527001,17.5665900,118.1,126.85,0.378,1.000,2,-14.8,-47.95,-1.13,8.04
8269,2026-09-13T13:43:43.280Z,48.0527067,17.5666064,118.0,127.32,0.363,1.013,2,-15.6,-45.58,-0.80,7.52
8270,2026-09-13T13:43:43.320Z,48.0527133,17.5666228,118.0,127.80,0.342,1.024,2,-16.9,-43.96,-0.69,7.66
8271,2026-09-13T13:43:43.360Z,48.0527199,17.5666392,117.9,128.23,0.317,1.030,2,-18.6,-42.24,-0.57,8.40
8272,2026-09-13T13:43:43.400Z,48.0527266,17.5666556,117.9,128.52,0.284,1.032,2,-20.5,-40.17,-1.22,9.44
8273,2026-09-13T13:43:43.440Z,48.0527334,17.5666720,117.9,128.92,0.262,1.061,2,-21.6,-37.53,-2.07,10.44
8274,2026-09-13T13:43:43.480Z,48.0527402,17.5666883,117.8,129.15,0.231,1.086,2,-22.1,-34.11,-2.87,11.11
8275,2026-09-13T13:43:43.520Z,48.0527471,17.5667046,117.8,129.48,0.215,1.140,2,-22.9,-30.27,-3.75,11.18
8276,2026-09-13T13:43:43.560Z,48.0527542,17.5667210,117.8,129.75,0.193,1.175,2,-23.9,-26.10,-4.22,10.62
8277,2026-09-13T13:43:43.600Z,48.0527613,17.5667373,117.8,130.04,0.176,1.198,2,-24.9,-22.36,-4.31,9.79
8278,2026-09-13T13:43:43.640Z,48.0527684,17.5667535,117.8,130.33,0.164,1.211,2,-25.6,-19.77,-4.06,8.85
8279,2026-09-13T13:43:43.680Z,48.0527756,17.5667698,117.7,130.59,0.152,1.200,2,-26.0,-18.34,-3.69,8.06
8280,2026-09-13T13:43:43.720Z,48.0527829,17.5667860,117.7,130.84,0.146,1.177,2,-26.9,-18.24,-3.39,7.79
8281,2026-09-13T13:43:43.760Z,48.0527903,17.5668021,117.7,130.99,0.139,1.148,2,-27.5,-19.18,-3.51,7.93
8282,2026-09-13T13:43:43.800Z,48.0527979,17.5668183,117.7,131.22,0.142,1.149,2,-28.4,-20.39,-4.22,8.54
8283,2026-09-13T13:43:43.840Z,48.0528053,17.5668344,117.7,131.54,0.134,1.136,2,-29.2,-21.00,-5.09,9.45
8284,2026-09-13T13:43:43.880Z,48.0528131,17.5668505,117.6,131.94,0.131,1.150,2,-30.2,-20.91,-6.41,10.51
8285,2026-09-13T13:43:43.920Z,48.0528207,17.5668665,117.6,132.01,0.127,1.185,2,-31.1,-19.52,-7.97,11.47
8286,2026-09-13T13:43:43.960Z,48.0528284,17.5668825,117.6,132.10,0.126,1.232,2,-32.2,-16.99,-9.35,11.85
8287,2026-09-13T13:43:44.000Z,48.0528363,17.5668983,117.6,132.29,0.133,1.285,2,-33.0,-13.76,-9.78,11.71
8288,2026-09-13T13:43:44.040Z,48.0528444,17.5669141,117.6,132.60,0.135,1.320,2,-33.3,-11.22,-9.77,10.94
8289,2026-09-13T13:43:44.080Z,48.0528527,17.5669299,117.6,133.08,0.145,1.347,2,-33.2,-9.47,-9.18,9.65
8290,2026-09-13T13:43:44.120Z,48.0528608,17.5669455,117.6,133.31,0.132,1.319,2,-33.3,-8.94,-8.06,8.31
8291,2026-09-13T13:43:44.160Z,48.0528692,17.5669611,117.6,133.39,0.135,1.308,2,-33.8,-10.16,-7.65,7.90
8292,2026-09-13T13:43:44.200Z,48.0528776,17.5669767,117.5,133.53,0.125,1.275,2,-34.4,-11.89,-7.89,8.25
8293,2026-09-13T13:43:44.240Z,48.0528860,17.5669922,117.5,133.75,0.135,1.279,2,-35.2,-12.92,-9.13,9.34
8294,2026-09-13T13:43:44.280Z,48.0528946,17.5670076,117.5,133.98,0.140,1.290,2,-36.2,-13.48,-10.72,10.80
8295,2026-09-13T13:43:44.320Z,48.0529032,17.5670231,117.5,134.29,0.166,1.344,2,-36.9,-12.63,-12.84,11.97
8296,2026-09-13T13:43:44.360Z,48.0529120,17.5670382,117.5,134.71,0.200,1.412,2,-37.1,-10.45,-14.32,12.33
8297,2026-09-13T13:43:44.400Z,48.0529209,17.5670534,117.5,135.05,0.225,1.465,2,-37.3,-8.12,-14.89,11.82
8298,2026-09-13T13:43:44.440Z,48.0529301,17.5670685,117.5,135.58,0.256,1.505,2,-37.1,-5.55,-13.82,10.89
8299,2026-09-13T13:43:44.480Z,48.0529393,17.5670836,117.5,136.09,0.265,1.491,2,-37.0,-3.50,-12.33,9.65
8300,2026-09-13T13:43:44.520Z,48.0529486,17.5670985,117.5,136.45,0.276,1.460,2,-37.1,-2.69,-10.57,8.96
8301,2026-09-13T13:43:44.560Z,48.0529580,17.5671134,117.5,136.65,0.271,1.396,2,-37.6,-2.54,-9.25,8.75
8302,2026-09-13T13:43:44.600Z,48.0529675,17.5671281,117.5,136.97,0.267,1.342,2,-38.3,-2.85,-9.06,9.12
8303,2026-09-13T13:43:44.640Z,48.0529771,17.5671429,117.5,137.25,0.265,1.316,2,-38.6,-3.23,-10.18,9.87
8304,2026-09-13T13:43:44.680Z,48.0529867,17.5671576,117.6,137.66,0.263,1.324,2,-38.8,-2.82,-11.87,10.73
8305,2026-09-13T13:43:44.720Z,48.0529966,17.5671722,117.6,138.18,0.270,1.362,2,-39.5,-1.68,-13.28,11.39
8306,2026-09-13T13:43:44.760Z,48.0530065,17.5671867,117.6,138.53,0.285,1.429,2,-39.6,0.23,-14.61,11.56
8307,2026-09-13T13:43:44.800Z,48.0530167,17.5672010,117.6,138.99,0.293,1.474,2,-39.2,2.80,-14.60,11.25
8308,2026-09-13T13:43:44.840Z,48.0530269,17.5672151,117.6,139.45,0.300,1.510,2,-38.7,5.21,-13.83,10.71
8309,2026-09-13T13:43:44.880Z,48.0530373,17.5672293,117.6,139.92,0.310,1.521,2,-38.1,7.13,-12.64,10.09
8310,2026-09-13T13:43:44.920Z,48.0530477,17.5672433,117.7,140.30,0.331,1.522,2,-37.6,8.81,-11.68,9.51
8311,2026-09-13T13:43:44.960Z,48.0530583,17.5672573,117.7,140.64,0.336,1.472,2,-37.4,9.82,-10.00,9.28
8312,2026-09-13T13:43:45.000Z,48.0530689,17.5672712,117.7,141.15,0.336,1.412,2,-37.2,10.46,-9.31,9.18
