Record,Time,Latitude,Longitude,Altitude,Speed,GForceX,GForceZ,Lap,LeanAngle,GyroX,GyroY,GyroZ
37332,2026-09-13T14:03:05.840Z,48.0556255,17.5714182,116.2,25.81,-0.061,0.978,0,2.1,-1.40,-0.17,-0.14
37333,2026-09-13T14:03:05.880Z,48.0556231,17.5714166,116.2,25.83,-0.060,0.982,0,1.8,-1.44,-0.22,-0.33
37334,2026-09-13T14:03:05.920Z,48.0556209,17.5714150,116.2,25.85,-0.058,0.997,0,1.1,-1.50,-0.43,-0.51
37335,2026-09-13T14:03:05.960Z,48.0556185,17.5714135,116.2,26.01,-0.065,1.004,0,1.2,-1.65,-0.35,-0.53
37336,2026-09-13T14:03:06.000Z,48.0556161,17.5714120,116.2,25.80,-0.067,1.004,0,1.4,-1.90,-0.67,-0.49
37337,2026-09-13T14:03:06.040Z,48.0556138,17.5714103,116.2,25.71,-0.058,1.009,0,1.3,-2.11,-1.15,-0.41
37338,2026-09-13T14:03:06.080Z,48.0556114,17.5714087,116.2,25.74,-0.057,0.998,0,0.7,-2.34,-1.04,-0.29
37339,2026-09-13T14:03:06.120Z,48.0556090,17.5714071,116.1,25.78,-0.048,0.993,0,0.4,-2.56,-1.02,-0.24
37340,2026-09-13T14:03:06.160Z,48.0556066,17.5714056,116.1,25.82,-0.033,1.005,0,0.3,-2.64,-0.55,-0.23
37341,2026-09-13T14:03:06.200Z,48.0556042,17.5714041,116.1,25.70,-0.040,1.002,0,0.7,-2.74,0.41,-0.10
37342,2026-09-13T14:03:06.240Z,48.0556019,17.5714026,116.1,25.77,-0.049,1.003,0,0.9,-2.95,0.92,0.13
37343,2026-09-13T14:03:06.280Z,48.0555995,17.5714010,116.1,25.73,-0.053,1.006,0,0.5,-3.13,1.22,0.44
37344,2026-09-13T14:03:06.320Z,48.0555972,17.5713993,116.1,25.60,-0.059,0.997,0,0.1,-3.24,1.38,0.76
37345,2026-09-13T14:03:06.360Z,48.0555949,17.5713979,116.1,25.78,-0.071,0.989,0,0.2,-3.45,1.44,1.05
37346,2026-09-13T14:03:06.400Z,48.0555925,17.5713962,116.1,25.68,-0.083,0.984,0,0.3,-3.56,1.37,1.23
37347,2026-09-13T14:03:06.440Z,48.0555901,17.5713946,116.1,25.43,-0.110,0.965,0,0.2,-3.86,1.76,1.46
37348,2026-09-13T14:03:06.480Z,48.0555879,17.5713931,116.1,25.01,-0.126,0.973,0,-0.3,-3.90,1.63,1.54
37349,2026-09-13T14:03:06.520Z,48.0555856,17.5713915,116.1,24.85,-0.143,0.965,0,-0.4,-4.16,1.38,1.70
37350,2026-09-13T14:03:06.560Z,48.0555834,17.5713901,116.1,24.94,-0.139,0.977,0,-0.4,-4.18,0.53,1.78
37351,2026-09-13T14:03:06.600Z,48.0555811,17.5713886,116.1,24.82,-0.148,0.975,0,-0.4,-4.21,-0.01,1.99
37352,2026-09-13T14:03:06.640Z,48.0555789,17.5713871,116.1,24.96,-0.130,0.999,0,-0.1,-4.09,-1.16,2.16
37353,2026-09-13T14:03:06.680Z,48.0555765,17.5713855,116.1,24.78,-0.119,1.004,0,-0.5,-4.06,-1.53,2.55
37354,2026-09-13T14:03:06.720Z,48.0555743,17.5713840,116.1,24.81,-0.110,1.018,0,-0.8,-3.79,-1.58,2.99
37355,2026-09-13T14:03:06.760Z,48.0555720,17.5713825,116.1,24.67,-0.108,1.014,0,-0.7,-3.52,-1.10,3.57
37356,2026-09-13T14:03:06.800Z,48.0555697,17.5713810,116.1,24.55,-0.106,1.016,0,-1.1,-3.08,-0.58,4.11
37357,2026-09-13T14:03:06.840Z,48.0555675,17.5713796,116.1,24.33,-0.118,1.010,0,-1.3,-2.53,0.10,4.63
37358,2026-09-13T14:03:06.880Z,48.0555653,17.5713782,116.1,24.16,-0.126,0.996,0,-1.4,-1.95,0.28,5.10
37359,2026-09-13T14:03:06.920Z,48.0555632,17.5713766,116.1,24.20,-0.119,1.001,0,-1.1,-1.34,0.17,5.46
37360,2026-09-13T14:03:06.960Z,48.0555609,17.5713753,116.1,24.14,-0.116,0.989,0,-1.9,-0.68,-0.26,5.78
37361,2026-09-13T14:03:07.000Z,48.0555587,17.5713738,116.1,24.03,-0.097,1.002,0,-1.0,0.00,-0.80,6.00
37362,2026-09-13T14:03:07.040Z,48.0555565,17.5713725,116.1,24.07,-0.098,0.993,0,-1.2,0.68,-0.55,6.19
37363,2026-09-13T14:03:07.080Z,48.0555542,17.5713710,116.1,23.94,-0.102,0.993,0,-1.4,1.41,-0.67,6.20
37364,2026-09-13T14:03:07.120Z,48.0555521,17.5713697,116.1,23.55,-0.097,1.003,0,-1.4,1.99,-0.74,6.16
37365,2026-09-13T14:03:07.160Z,48.0555499,17.5713684,116.1,23.24,-0.104,1.003,0,-1.4,2.47,-0.26,6.03
37366,2026-09-13T14:03:07.200Z,48.0555478,17.5713670,116.1,23.59,-0.111,0.991,0,-1.1,2.83,-0.38,5.82
37367,2026-09-13T14:03:07.240Z,48.0555455,17.5713656,116.1,23.82,-0.102,1.004,0,-1.1,3.00,-0.89,5.63
37368,2026-09-13T14:03:07.280Z,48.0555434,17.5713644,116.1,23.46,-0.110,0.998,0,-1.0,3.20,-0.79,5.41
37369,2026-09-13T14:03:07.320Z,48.0555412,17.5713631,116.1,23.32,-0.123,0.984,0,-0.8,3.34,-1.24,5.18
37370,2026-09-13T14:03:07.360Z,48.0555391,17.5713617,116.1,22.99,-0.115,0.997,0,-1.0,3.56,-1.85,4.84
37371,2026-09-13T14:03:07.400Z,48.0555370,17.5713604,116.1,22.75,-0.113,0.995,0,-0.7,3.74,-1.93,4.50
37372,2026-09-13T14:03:07.440Z,48.0555349,17.5713591,116.1,22.98,-0.110,0.994,0,-0.9,3.86,-2.00,4.09
37373,2026-09-13T14:03:07.480Z,48.0555327,17.5713576,116.1,23.36,-0.105,1.000,0,-1.3,3.99,-1.76,3.67
37374,2026-09-13T14:03:07.520Z,48.0555306,17.5713564,116.1,23.10,-0.096,1.014,0,-1.7,4.05,-1.48,3.28
37375,2026-09-13T14:03:07.560Z,48.0555285,17.5713551,116.1,22.66,-0.097,1.015,0,-1.4,3.93,-0.89,2.99
37376,2026-09-13T14:03:07.600Z,48.0555264,17.5713538,116.1,22.68,-0.099,1.011,0,-0.9,3.81,-0.53,2.74
37377,2026-09-13T14:03:07.640Z,48.0555243,17.5713526,116.1,22.54,-0.093,1.015,0,-0.7,3.60,-0.37,2.46
37378,2026-09-13T14:03:07.680Z,48.0555223,17.5713513,116.1,22.40,-0.093,1.007,0,-0.8,3.37,-0.20,2.15
37379,2026-09-13T14:03:07.720Z,48.0555202,17.5713502,116.1,22.58,-0.101,0.990,0,-0.8,2.97,-0.11,1.89
37380,2026-09-13T14:03:07.760Z,48.0555182,17.5713488,116.1,22.49,-0.094,0.993,0,-0.6,2.67,-0.21,1.53
37381,2026-09-13T14:03:07.800Z,48.0555160,17.5713476,116.1,22.21,-0.096,0.994,0,-0.8,2.38,0.13,1.12
37382,2026-09-13T14:03:07.840Z,48.0555140,17.5713463,116.1,22.41,-0.104,0.989,0,-1.0,2.05,0.34,0.74
37383,2026-09-13T14:03:07.880Z,48.0555119,17.5713451,116.1,22.42,-0.100,1.006,0,-1.4,1.59,0.47,0.34
37384,2026-09-13T14:03:07.920Z,48.0555098,17.5713439,116.1,22.00,-0.106,1.003,0,-1.5,1.09,0.99,-0.09
37385,2026-09-13T14:03:07.960Z,48.0555078,17.5713427,116.1,21.95,-0.108,0.995,0,-1.2,0.19,0.92,-0.55
37386,2026-09-13T14:03:08.000Z,48.0555057,17.5713415,116.1,21.94,-0.108,0.990,0,-1.2,-0.82,0.70,-1.00
37387,2026-09-13T14:03:08.040Z,48.0555037,17.5713404,116.1,21.87,-0.107,0.982,0,-1.1,-1.94,0.35,-1.53
37388,2026-09-13T14:03:08.080Z,48.0555017,17.5713393,116.1,21.88,-0.103,0.980,0,-1.0,-3.25,-0.09,-2.03
37389,2026-09-13T14:03:08.120Z,48.0554997,17.5713380,116.1,21.70,-0.093,0.987,0,-1.4,-4.56,-0.41,-2.46
37390,2026-09-13T14:03:08.160Z,48.0554976,17.5713368,116.1,21.62,-0.090,0.990,0,-1.8,-5.81,-0.34,-2.72
37391,2026-09-13T14:03:08.200Z,48.0554957,17.5713357,116.1,21.72,-0.082,1.002,0,-1.8,-7.17,-0.01,-2.82
37392,2026-09-13T14:03:08.240Z,48.0554937,17.5713344,116.1,21.55,-0.087,1.005,0,-1.8,-8.55,0.72,-2.64
37393,2026-09-13T14:03:08.280Z,48.0554917,17.5713331,116.2,21.41,-0.090,1.004,0,-2.3,-10.03,1.19,-2.29
37394,2026-09-13T14:03:08.320Z,48.0554898,17.5713321,116.2,21.53,-0.090,1.004,0,-3.1,-11.46,1.65,-1.84
37395,2026-09-13T14:03:08.360Z,48.0554878,17.5713307,116.2,21.30,-0.091,0.990,0,-3.3,-13.02,1.87,-1.25
37396,2026-09-13T14:03:08.400Z,48.0554858,17.5713297,116.2,21.22,-0.093,0.972,0,-3.1,-14.41,1.83,-0.67
37397,2026-09-13T14:03:08.440Z,48.0554838,17.5713287,116.2,21.25,-0.089,0.964,0,-3.3,-15.92,1.30,-0.02
37398,2026-09-13T14:03:08.480Z,48.0554819,17.5713275,116.2,21.33,-0.086,0.963,0,-3.6,-17.13,0.94,0.69
37399,2026-09-13T14:03:08.520Z,48.0554798,17.5713265,116.2,21.19,-0.088,0.959,0,-3.9,-18.30,0.57,1.67
37400,2026-09-13T14:03:08.560Z,48.0554778,17.5713255,116.2,21.14,-0.094,0.966,0,-4.3,-19.29,0.08,2.88
37401,2026-09-13T14:03:08.600Z,48.0554758,17.5713244,116.2,20.96,-0.096,0.972,0,-4.6,-20.10,-0.53,4.36
37402,2026-09-13T14:03:08.640Z,48.0554739,17.5713233,116.2,20.75,-0.094,0.983,0,-5.2,-20.62,-1.14,6.04
37403,2026-09-13T14:03:08.680Z,48.0554719,17.5713222,116.2,20.72,-0.104,0.986,0,-5.7,-20.89,-2.18,7.93
37404,2026-09-13T14:03:08.720Z,48.0554700,17.5713213,116.2,20.73,-0.105,0.993,0,-6.1,-20.82,-3.40,9.91
37405,2026-09-13T14:03:08.760Z,48.0554680,17.5713203,116.2,20.65,-0.105,0.989,0,-7.1,-20.54,-4.47,11.93
37406,2026-09-13T14:03:08.800Z,48.0554661,17.5713193,116.2,20.87,-0.108,0.994,0,-7.8,-20.04,-5.35,13.96
37407,2026-09-13T14:03:08.840Z,48.0554642,17.5713184,116.2,20.77,-0.108,0.997,0,-8.1,-19.23,-6.13,15.93
37408,2026-09-13T14:03:08.880Z,48.0554621,17.5713175,116.2,20.57,-0.094,1.015,0,-8.4,-18.28,-6.47,17.83
37409,2026-09-13T14:03:08.920Z,48.0554602,17.5713167,116.2,20.40,-0.096,1.029,0,-9.0,-17.22,-6.28,19.66
37410,2026-09-13T14:03:08.960Z,48.0554581,17.5713158,116.3,20.37,-0.091,1.044,0,-9.6,-15.95,-6.59,21.45
37411,2026-09-13T14:03:09.000Z,48.0554563,17.5713151,116.3,20.46,-0.083,1.051,0,-10.6,-14.64,-6.68,23.11
37412,2026-09-13T14:03:09.040Z,48.0554543,17.5713145,116.3,20.31,-0.086,1.040,0,-11.4,-13.40,-6.78,24.46
37413,2026-09-13T14:03:09.080Z,48.0554523,17.5713138,116.3,20.16,-0.090,1.023,0,-11.6,-12.28,-7.11,25.56
37414,2026-09-13T14:03:09.120Z,48.0554504,17.5713131,116.3,20.13,-0.089,1.005,0,-12.3,-11.28,-7.71,26.39
37415,2026-09-13T14:03:09.160Z,48.0554485,17.5713126,116.3,20.17,-0.091,1.001,0,-13.1,-10.40,-8.17,27.02
37416,2026-09-13T14:03:09.200Z,48.0554464,17.5713121,116.3,20.12,-0.092,1.004,0,-13.3,-9.64,-8.90,27.63
37417,2026-09-13T14:03:09.240Z,48.0554444,17.5713117,116.3,20.14,-0.093,1.015,0,-13.2,-8.81,-9.58,28.34
37418,2026-09-13T14:03:09.280Z,48.0554423,17.5713112,116.3,20.01,-0.099,1.015,0,-13.5,-7.89,-10.32,29.14
37419,2026-09-13T14:03:09.320Z,48.0554405,17.5713109,116.3,19.69,-0.092,1.026,0,-14.2,-6.77,-11.24,29.98
37420,2026-09-13T14:03:09.360Z,48.0554385,17.5713108,116.3,19.79,-0.092,1.023,0,-14.8,-5.61,-11.88,30.75
37421,2026-09-13T14:03:09.400Z,48.0554365,17.5713105,116.4,19.91,-0.091,1.022,0,-14.6,-4.27,-12.60,31.32
37422,2026-09-13T14:03:09.440Z,48.0554345,17.5713104,116.4,20.06,-0.087,1.028,0,-14.5,-3.01,-13.11,31.72
37423,2026-09-13T14:03:09.480Z,48.0554325,17.5713102,116.4,19.94,-0.084,1.041,0,-14.6,-1.77,-13.47,31.95
37424,2026-09-13T14:03:09.520Z,48.0554306,17.5713102,116.4,19.70,-0.083,1.056,0,-14.6,-0.65,-13.69,32.06
37425,2026-09-13T14:03:09.560Z,48.0554287,17.5713102,116.4,19.54,-0.086,1.062,0,-14.9,0.30,-13.72,32.12
37426,2026-09-13T14:03:09.600Z,48.0554267,17.5713104,116.4,19.62,-0.092,1.058,0,-15.3,1.09,-13.76,32.13
37427,2026-09-13T14:03:09.640Z,48.0554248,17.5713106,116.4,19.52,-0.092,1.051,0,-14.9,1.83,-14.01,32.06
37428,2026-09-13T14:03:09.680Z,48.0554229,17.5713108,116.4,19.30,-0.088,1.048,0,-14.8,2.52,-14.26,31.84
37429,2026-09-13T14:03:09.720Z,48.0554209,17.5713110,116.4,19.48,-0.082,1.044,0,-14.9,3.23,-14.32,31.51
37430,2026-09-13T14:03:09.760Z,48.0554189,17.5713113,116.4,19.66,-0.072,1.046,0,-14.8,3.86,-14.23,31.09
37431,2026-09-13T14:03:09.800Z,48.0554170,17.5713119,116.4,19.51,-0.062,1.050,0,-14.6,4.45,-13.84,30.63
37432,2026-09-13T14:03:09.840Z,48.0554151,17.5713123,116.4,19.23,-0.059,1.058,0,-14.6,4.98,-13.11,30.17
37433,2026-09-13T14:03:09.880Z,48.0554133,17.5713129,116.4,19.08,-0.058,1.063,0,-14.4,5.35,-12.19,29.78
37434,2026-09-13T14:03:09.920Z,48.0554114,17.5713134,116.4,19.14,-0.059,1.069,0,-14.3,5.63,-11.29,29.40
37435,2026-09-13T14:03:09.960Z,48.0554095,17.5713142,116.4,19.51,-0.065,1.064,0,-13.6,5.88,-10.32,28.99
37436,2026-09-13T14:03:10.000Z,48.0554077,17.5713148,116.4,19.53,-0.068,1.054,0,-13.4,6.02,-9.49,28.53
37437,2026-09-13T14:03:10.040Z,48.0554058,17.5713155,116.4,19.27,-0.066,1.040,0,-13.5,5.99,-8.97,28.04
37438,2026-09-13T14:03:10.080Z,48.0554039,17.5713163,116.4,18.99,-0.069,1.019,0,-13.3,5.86,-8.72,27.48
37439,2026-09-13T14:03:10.120Z,48.0554021,17.5713171,116.4,18.95,-0.069,1.006,0,-12.7,5.73,-8.65,26.91
37440,2026-09-13T14:03:10.160Z,48.0554003,17.5713180,116.4,18.93,-0.065,1.004,0,-13.0,5.65,-8.93,26.37
37441,2026-09-13T14:03:10.200Z,48.0553986,17.5713189,116.4,18.98,-0.060,1.006,0,-12.6,5.60,-9.24,25.92
37442,2026-09-13T14:03:10.240Z,48.0553968,17.5713198,116.4,19.02,-0.055,1.013,0,-12.3,5.72,-9.37,25.55
37443,2026-09-13T14:03:10.280Z,48.0553950,17.5713208,116.4,19.05,-0.046,1.025,0,-12.0,5.85,-9.32,25.29
37444,2026-09-13T14:03:10.320Z,48.0553932,17.5713218,116.4,19.05,-0.047,1.027,0,-12.3,5.96,-8.90,25.10
37445,2026-09-13T14:03:10.360Z,48.0553914,17.5713229,116.4,19.12,-0.046,1.025,0,-12.2,6.11,-8.42,24.91
37446,2026-09-13T14:03:10.400Z,48.0553897,17.5713240,116.5,18.95,-0.048,1.025,0,-12.0,6.33,-7.85,24.67
37447,2026-09-13T14:03:10.440Z,48.0553881,17.5713253,116.5,18.67,-0.047,1.029,0,-11.7,6.47,-7.63,24.32
37448,2026-09-13T14:03:10.480Z,48.0553864,17.5713263,116.5,18.82,-0.045,1.035,0,-11.5,6.70,-7.32,23.89
37449,2026-09-13T14:03:10.520Z,48.0553847,17.5713277,116.5,18.56,-0.049,1.032,0,-11.5,6.79,-7.04,23.37
37450,2026-09-13T14:03:10.560Z,48.0553831,17.5713289,116.5,18.80,-0.047,1.030,0,-10.6,6.67,-6.84,22.80
37451,2026-09-13T14:03:10.600Z,48.0553814,17.5713302,116.5,19.10,-0.047,1.016,0,-10.8,6.38,-6.50,22.21
37452,2026-09-13T14:03:10.640Z,48.0553798,17.5713315,116.5,18.84,-0.049,1.004,0,-11.1,6.04,-6.10,21.61
37453,2026-09-13T14:03:10.680Z,48.0553782,17.5713329,116.5,18.62,-0.047,1.005,0,-10.5,5.61,-5.53,21.03
37454,2026-09-13T14:03:10.720Z,48.0553766,17.5713344,116.5,18.79,-0.047,1.008,0,-9.3,5.23,-5.46,20.46
37455,2026-09-13T14:03:10.760Z,48.0553749,17.5713358,116.5,18.81,-0.040,1.028,0,-9.2,4.94,-5.15,20.04
37456,2026-09-13T14:03:10.800Z,48.0553733,17.5713373,116.5,18.54,-0.054,1.020,0,-9.8,4.72,-4.88,19.72
37457,2026-09-13T14:03:10.840Z,48.0553718,17.5713388,116.5,18.50,-0.047,1.029,0,-9.4,4.61,-5.37,19.51
37458,2026-09-13T14:03:10.880Z,48.0553702,17.5713402,116.5,18.50,-0.045,1.022,0,-8.7,4.54,-5.34,19.38
37459,2026-09-13T14:03:10.920Z,48.0553686,17.5713417,116.5,18.61,-0.053,1.000,0,-8.7,4.60,-5.40,19.23
37460,2026-09-13T14:03:10.960Z,48.0553671,17.5713434,116.5,18.64,-0.053,0.994,0,-8.8,4.81,-5.35,19.03
37461,2026-09-13T14:03:11.000Z,48.0553655,17.5713450,116.5,18.63,-0.048,0.999,0,-8.6,5.04,-5.24,18.79
37462,2026-09-13T14:03:11.040Z,48.0553640,17.5713465,116.5,18.68,-0.045,1.010,0,-8.6,5.23,-4.95,18.54
37463,2026-09-13T14:03:11.080Z,48.0553625,17.5713483,116.5,18.70,-0.049,1.017,0,-8.5,5.44,-4.49,18.33
37464,2026-09-13T14:03:11.120Z,48.0553611,17.5713499,116.5,18.50,-0.048,1.027,0,-8.0,5.61,-4.23,18.11
37465,2026-09-13T14:03:11.160Z,48.0553596,17.5713516,116.5,18.46,-0.053,1.027,0,-7.6,5.74,-4.28,17.87
37466,2026-09-13T14:03:11.200Z,48.0553581,17.5713532,116.5,18.50,-0.058,1.023,0,-7.4,5.96,-4.22,17.63
37467,2026-09-13T14:03:11.240Z,48.0553567,17.5713548,116.5,18.50,-0.066,1.007,0,-7.9,6.10,-4.44,17.28
37468,2026-09-13T14:03:11.280Z,48.0553553,17.5713567,116.5,18.43,-0.061,1.001,0,-7.6,6.18,-5.05,16.85
37469,2026-09-13T14:03:11.320Z,48.0553539,17.5713585,116.5,18.39,-0.055,0.993,0,-7.1,6.23,-5.17,16.41
37470,2026-09-13T14:03:11.360Z,48.0553523,17.5713602,116.5,18.36,-0.048,0.987,0,-6.8,6.20,-5.27,15.90
37471,2026-09-13T14:03:11.400Z,48.0553510,17.5713621,116.5,18.48,-0.030,1.010,0,-6.8,6.10,-5.25,15.39
37472,2026-09-13T14:03:11.440Z,48.0553497,17.5713639,116.5,18.47,-0.029,1.022,0,-6.2,6.08,-4.26,14.99
37473,2026-09-13T14:03:11.480Z,48.0553483,17.5713657,116.5,18.51,-0.028,1.032,0,-5.8,6.15,-3.35,14.62
37474,2026-09-13T14:03:11.520Z,48.0553469,17.5713675,116.5,18.44,-0.027,1.050,0,-5.6,6.18,-2.35,14.35
37475,2026-09-13T14:03:11.560Z,48.0553456,17.5713693,116.5,18.39,-0.040,1.036,0,-5.8,6.31,-1.13,14.13
37476,2026-09-13T14:03:11.600Z,48.0553443,17.5713713,116.5,18.39,-0.045,1.017,0,-5.5,6.38,-0.52,13.86
37477,2026-09-13T14:03:11.640Z,48.0553429,17.5713732,116.5,18.28,-0.051,0.997,0,-4.9,6.50,-0.05,13.52
37478,2026-09-13T14:03:11.680Z,48.0553416,17.5713751,116.5,18.19,-0.061,0.968,0,-4.7,6.59,0.02,13.11
37479,2026-09-13T14:03:11.720Z,48.0553403,17.5713769,116.5,18.18,-0.056,0.962,0,-5.0,6.65,-0.55,12.64
37480,2026-09-13T14:03:11.760Z,48.0553390,17.5713788,116.5,18.22,-0.050,0.968,0,-4.9,6.78,-1.33,12.14
37481,2026-09-13T14:03:11.800Z,48.0553377,17.5713808,116.5,18.16,-0.055,0.972,0,-4.7,7.09,-1.93,11.68
37482,2026-09-13T14:03:11.840Z,48.0553366,17.5713827,116.5,18.17,-0.046,0.994,0,-4.2,7.27,-2.72,11.26
37483,2026-09-13T14:03:11.880Z,48.0553352,17.5713845,116.5,18.09,-0.048,1.001,0,-4.1,7.42,-3.20,10.88
37484,2026-09-13T14:03:11.920Z,48.0553341,17.5713865,116.5,18.30,-0.054,1.002,0,-3.6,7.69,-3.36,10.48
37485,2026-09-13T14:03:11.960Z,48.0553327,17.5713885,116.5,18.13,-0.061,0.998,0,-3.5,7.88,-3.33,9.98
37486,2026-09-13T14:03:12.000Z,48.0553315,17.5713904,116.5,17.85,-0.056,1.009,0,-3.2,8.01,-3.47,9.30
37487,2026-09-13T14:03:12.040Z,48.0553302,17.5713924,116.5,18.07,-0.059,1.009,0,-3.3,8.09,-3.08,8.52
37488,2026-09-13T14:03:12.080Z,48.0553292,17.5713944,116.5,17.94,-0.054,1.020,0,-3.2,8.09,-2.71,7.60
37489,2026-09-13T14:03:12.120Z,48.0553280,17.5713964,116.5,18.01,-0.052,1.021,0,-2.2,7.82,-2.17,6.61
37490,2026-09-13T14:03:12.160Z,48.0553268,17.5713982,116.5,17.88,-0.045,1.025,0,-1.8,7.28,-1.55,5.65
37491,2026-09-13T14:03:12.200Z,48.0553255,17.5714002,116.5,17.75,-0.049,1.013,0,-2.1,6.61,-0.80,4.69
37492,2026-09-13T14:03:12.240Z,48.0553244,17.5714022,116.6,17.91,-0.047,1.013,0,-1.9,5.83,-0.37,3.78
37493,2026-09-13T14:03:12.280Z,48.0553232,17.5714042,116.6,17.98,-0.048,1.013,0,-1.4,5.04,0.04,3.02
37494,2026-09-13T14:03:12.320Z,48.0553220,17.5714061,116.6,17.82,-0.054,1.006,0,-1.0,4.37,0.34,2.45
37495,2026-09-13T14:03:12.360Z,48.0553208,17.5714080,116.6,17.89,-0.057,1.000,0,-0.4,3.82,0.45,2.16
37496,2026-09-13T14:03:12.400Z,48.0553194,17.5714101,116.6,17.80,-0.060,0.992,0,-0.7,3.50,0.52,2.10
37497,2026-09-13T14:03:12.440Z,48.0553183,17.5714120,116.6,17.47,-0.066,0.978,0,-0.8,3.36,0.45,2.19
37498,2026-09-13T14:03:12.480Z,48.0553172,17.5714139,116.6,17.47,-0.066,0.976,0,-0.7,3.47,0.33,2.36
37499,2026-09-13T14:03:12.520Z,48.0553160,17.5714159,116.6,17.73,-0.065,0.979,0,-0.1,3.76,0.34,2.51
37500,2026-09-13T14:03:12.560Z,48.0553148,17.5714178,116.6,17.79,-0.065,0.988,0,0.5,4.07,0.36,2.62
37501,2026-09-13T14:03:12.600Z,48.0553136,17.5714197,116.6,17.57,-0.062,0.999,0,0.3,4.39,0.55,2.74
37502,2026-09-13T14:03:12.640Z,48.0553124,17.5714216,116.6,17.27,-0.066,1.001,0,0.1,4.78,0.84,2.83
37503,2026-09-13T14:03:12.680Z,48.0553113,17.5714235,116.6,17.18,-0.073,0.995,0,0.2,5.04,0.75,2.88
37504,2026-09-13T14:03:12.720Z,48.0553102,17.5714253,116.6,17.36,-0.073,0.994,0,0.6,5.36,0.36,2.86
37505,2026-09-13T14:03:12.760Z,48.0553091,17.5714272,116.6,17.45,-0.074,0.989,0,1.1,5.80,0.00,2.71
37506,2026-09-13T14:03:12.800Z,48.0553079,17.5714292,116.6,17.45,-0.073,0.983,0,1.2,6.19,-0.59,2.50
37507,2026-09-13T14:03:12.840Z,48.0553068,17.5714310,116.6,17.27,-0.068,0.982,0,1.6,6.55,-1.14,2.24
37508,2026-09-13T14:03:12.880Z,48.0553055,17.5714329,116.6,17.01,-0.066,0.979,0,1.4,6.97,-1.44,1.92
37509,2026-09-13T14:03:12.920Z,48.0553044,17.5714347,116.6,16.99,-0.064,0.984,0,1.7,7.30,-1.69,1.57
37510,2026-09-13T14:03:12.960Z,48.0553033,17.5714365,116.6,16.68,-0.060,1.000,0,1.9,7.71,-1.90,1.16
37511,2026-09-13T14:03:13.000Z,48.0553022,17.5714383,116.6,17.01,-0.062,1.014,0,2.4,8.25,-1.66,0.75
37512,2026-09-13T14:03:13.040Z,48.0553010,17.5714401,116.6,16.99,-0.067,1.023,0,2.3,8.85,-1.51,0.40
37513,2026-09-13T14:03:13.080Z,48.0552998,17.5714419,116.6,16.91,-0.066,1.034,0,2.5,9.47,-1.50,0.11
37514,2026-09-13T14:03:13.120Z,48.0552987,17.5714437,116.6,16.77,-0.067,1.026,0,2.6,10.21,-1.16,-0.20
37515,2026-09-13T14:03:13.160Z,48.0552975,17.5714454,116.6,16.85,-0.072,1.005,0,2.8,10.93,-0.92,-0.58
37516,2026-09-13T14:03:13.200Z,48.0552963,17.5714473,116.6,16.26,-0.070,0.992,0,3.0,11.57,-1.03,-1.07
37517,2026-09-13T14:03:13.240Z,48.0552952,17.5714490,116.6,15.97,-0.066,0.991,0,3.6,12.09,-0.92,-1.77
37518,2026-09-13T14:03:13.280Z,48.0552941,17.5714506,116.6,16.26,-0.072,0.982,0,4.1,12.58,-0.56,-2.62
37519,2026-09-13T14:03:13.320Z,48.0552928,17.5714523,116.6,16.35,-0.075,0.992,0,4.1,12.92,-0.50,-3.63
37520,2026-09-13T14:03:13.360Z,48.0552916,17.5714540,116.6,16.61,-0.077,1.008,0,4.3,13.09,-0.27,-4.76
37521,2026-09-13T14:03:13.400Z,48.0552904,17.5714557,116.6,16.63,-0.084,1.011,0,4.4,13.04,-0.11,-6.18
37522,2026-09-13T14:03:13.440Z,48.0552892,17.5714573,116.6,16.51,-0.088,1.014,0,4.8,12.84,-0.17,-7.76
37523,2026-09-13T14:03:13.480Z,48.0552880,17.5714589,116.6,16.35,-0.086,1.014,0,5.1,12.40,-0.43,-9.45
37524,2026-09-13T14:03:13.520Z,48.0552868,17.5714606,116.6,16.34,-0.085,1.003,0,5.8,11.73,-0.66,-11.20
37525,2026-09-13T14:03:13.560Z,48.0552856,17.5714622,116.6,16.19,-0.087,0.987,0,6.4,10.89,-1.04,-12.97
37526,2026-09-13T14:03:13.600Z,48.0552843,17.5714639,116.6,16.24,-0.086,0.979,0,6.7,9.85,-1.58,-14.66
37527,2026-09-13T14:03:13.640Z,48.0552831,17.5714653,116.6,16.05,-0.083,0.981,0,7.0,8.63,-2.21,-16.37
37528,2026-09-13T14:03:13.680Z,48.0552820,17.5714669,116.6,15.81,-0.079,0.997,0,7.5,7.38,-2.71,-18.05
37529,2026-09-13T14:03:13.720Z,48.0552807,17.5714683,116.6,16.03,-0.077,1.013,0,7.8,5.96,-3.03,-19.62
37530,2026-09-13T14:03:13.760Z,48.0552795,17.5714698,116.6,16.07,-0.069,1.034,0,8.1,4.55,-3.06,-20.92
37531,2026-09-13T14:03:13.800Z,48.0552782,17.5714712,116.6,15.96,-0.070,1.035,0,8.3,3.33,-2.74,-21.80
37532,2026-09-13T14:03:13.840Z,48.0552770,17.5714727,116.6,16.08,-0.073,1.027,0,8.7,2.26,-2.49,-22.23
