Record,Time,Latitude,Longitude,Altitude,Speed,GForceX,GForceY,GForceZ,Lap,GyroX,GyroY,GyroZ
31320,2026-09-12T12:52:22.920Z,48.0569004,17.5646126,117.7,192.68,0.134,-0.083,1.139,8,10.47,-2.64,0.27
31321,2026-09-12T12:52:22.960Z,48.0569103,17.5646372,117.7,193.06,0.139,-0.092,1.183,8,9.49,-3.17,0.14
31322,2026-09-12T12:52:23.000Z,48.0569204,17.5646616,117.8,193.27,0.159,-0.103,1.224,8,8.05,-3.47,0.27
31323,2026-09-12T12:52:23.040Z,48.0569303,17.5646863,117.8,193.56,0.165,-0.099,1.221,8,6.86,-2.86,0.67
31324,2026-09-12T12:52:23.080Z,48.0569404,17.5647109,117.8,193.65,0.164,-0.105,1.218,8,5.70,-3.18,1.07
31325,2026-09-12T12:52:23.120Z,48.0569503,17.5647357,117.8,194.00,0.181,-0.117,1.234,8,5.00,-3.31,1.18
31326,2026-09-12T12:52:23.160Z,48.0569603,17.5647604,117.9,194.18,0.182,-0.122,1.226,8,4.77,-3.08,1.21
31327,2026-09-12T12:52:23.200Z,48.0569704,17.5647851,117.9,194.48,0.173,-0.128,1.237,8,5.10,-3.22,1.10
31328,2026-09-12T12:52:23.240Z,48.0569804,17.5648098,118.0,194.70,0.159,-0.120,1.225,8,5.58,-2.72,0.84
31329,2026-09-12T12:52:23.280Z,48.0569903,17.5648347,118.0,194.97,0.171,-0.107,1.241,8,6.11,-3.23,0.39
31330,2026-09-12T12:52:23.320Z,48.0570004,17.5648595,118.1,195.11,0.158,-0.089,1.207,8,6.17,-2.59,0.29
31331,2026-09-12T12:52:23.360Z,48.0570104,17.5648844,118.1,195.33,0.170,-0.071,1.208,8,5.77,-2.22,0.02
31332,2026-09-12T12:52:23.400Z,48.0570204,17.5649093,118.2,195.44,0.161,-0.050,1.159,8,4.74,-1.12,-0.23
31333,2026-09-12T12:52:23.440Z,48.0570304,17.5649342,118.3,195.50,0.155,-0.051,1.106,8,2.94,-0.66,-0.35
31334,2026-09-12T12:52:23.480Z,48.0570404,17.5649591,118.3,195.70,0.154,-0.062,1.057,8,0.80,0.62,-0.43
31335,2026-09-12T12:52:23.520Z,48.0570504,17.5649842,118.4,195.94,0.127,-0.076,0.987,8,-1.21,0.74,-0.48
31336,2026-09-12T12:52:23.560Z,48.0570604,17.5650093,118.4,196.27,0.116,-0.090,0.951,8,-2.87,-0.16,-0.45
31337,2026-09-12T12:52:23.600Z,48.0570704,17.5650345,118.5,196.48,0.125,-0.094,0.981,8,-4.33,-1.32,-0.51
31338,2026-09-12T12:52:23.640Z,48.0570803,17.5650596,118.5,196.39,0.136,-0.102,1.035,8,-5.61,-3.46,-0.60
31339,2026-09-12T12:52:23.680Z,48.0570904,17.5650848,118.5,196.76,0.146,-0.092,1.079,8,-6.60,-4.85,-0.53
31340,2026-09-12T12:52:23.720Z,48.0571004,17.5651101,118.6,197.08,0.163,-0.080,1.136,8,-8.24,-5.35,-0.36
31341,2026-09-12T12:52:23.760Z,48.0571104,17.5651354,118.7,197.39,0.155,-0.089,1.159,8,-9.75,-4.59,0.21
31342,2026-09-12T12:52:23.800Z,48.0571204,17.5651607,118.7,197.46,0.150,-0.106,1.181,8,-10.91,-3.86,1.43
31343,2026-09-12T12:52:23.840Z,48.0571302,17.5651860,118.8,197.47,0.137,-0.123,1.217,8,-10.96,-2.32,2.38
31344,2026-09-12T12:52:23.880Z,48.0571399,17.5652114,118.9,197.45,0.144,-0.152,1.253,8,-9.26,-0.75,2.71
31345,2026-09-12T12:52:23.920Z,48.0571498,17.5652369,119.0,197.73,0.156,-0.155,1.241,8,-5.89,0.37,2.67
31346,2026-09-12T12:52:23.960Z,48.0571598,17.5652624,119.1,197.96,0.154,-0.108,1.163,8,-2.36,1.49,1.46
31347,2026-09-12T12:52:24.000Z,48.0571697,17.5652877,119.2,198.19,0.142,-0.064,1.057,8,0.46,2.79,-0.05
31348,2026-09-12T12:52:24.040Z,48.0571798,17.5653132,119.3,198.41,0.137,-0.027,0.953,8,1.86,3.82,-0.97
31349,2026-09-12T12:52:24.080Z,48.0571898,17.5653388,119.3,198.71,0.111,-0.012,0.863,8,0.76,4.54,-1.21
31350,2026-09-12T12:52:24.120Z,48.0571997,17.5653643,119.4,198.77,0.097,-0.058,0.828,8,-2.19,4.63,-0.47
31351,2026-09-12T12:52:24.160Z,48.0572097,17.5653900,119.4,199.04,0.099,-0.127,0.843,8,-4.76,4.33,1.42
31352,2026-09-12T12:52:24.200Z,48.0572196,17.5654158,119.5,199.19,0.105,-0.170,0.868,8,-6.03,3.32,3.14
31353,2026-09-12T12:52:24.240Z,48.0572295,17.5654415,119.6,199.31,0.106,-0.158,0.890,8,-5.26,2.76,3.92
31354,2026-09-12T12:52:24.280Z,48.0572395,17.5654672,119.6,199.49,0.109,-0.116,0.902,8,-2.98,2.04,3.59
31355,2026-09-12T12:52:24.320Z,48.0572496,17.5654929,119.7,199.73,0.108,-0.064,0.909,8,-0.09,1.54,2.18
31356,2026-09-12T12:52:24.360Z,48.0572597,17.5655187,119.7,199.99,0.116,-0.034,0.916,8,2.06,1.39,0.40
31357,2026-09-12T12:52:24.400Z,48.0572697,17.5655445,119.8,200.08,0.114,-0.038,0.906,8,3.05,1.51,-0.80
31358,2026-09-12T12:52:24.440Z,48.0572797,17.5655703,119.8,200.21,0.108,-0.077,0.882,8,2.68,1.52,-0.82
31359,2026-09-12T12:52:24.480Z,48.0572897,17.5655961,119.9,200.18,0.098,-0.108,0.862,8,2.13,1.62,0.15
31360,2026-09-12T12:52:24.520Z,48.0572997,17.5656219,119.9,200.26,0.074,-0.110,0.856,8,1.89,2.00,1.39
31361,2026-09-12T12:52:24.560Z,48.0573098,17.5656478,120.0,200.46,0.029,-0.090,0.863,8,1.91,2.48,2.20
31362,2026-09-12T12:52:24.600Z,48.0573198,17.5656736,120.0,200.31,-0.030,-0.065,0.907,8,2.12,3.06,2.42
31363,2026-09-12T12:52:24.640Z,48.0573296,17.5656992,120.0,199.58,-0.146,-0.043,0.931,8,2.39,4.29,2.34
31364,2026-09-12T12:52:24.680Z,48.0573396,17.5657248,120.1,198.85,-0.270,-0.032,0.933,8,2.01,4.39,2.20
31365,2026-09-12T12:52:24.720Z,48.0573494,17.5657502,120.1,198.25,-0.360,-0.032,0.941,8,1.12,3.87,2.23
31366,2026-09-12T12:52:24.760Z,48.0573593,17.5657756,120.2,197.68,-0.439,-0.030,0.903,8,-0.20,2.81,2.61
31367,2026-09-12T12:52:24.800Z,48.0573691,17.5658010,120.2,197.33,-0.467,-0.037,0.869,8,-1.64,1.34,2.68
31368,2026-09-12T12:52:24.840Z,48.0573790,17.5658264,120.2,196.94,-0.461,-0.039,0.843,8,-3.32,0.59,2.96
31369,2026-09-12T12:52:24.880Z,48.0573888,17.5658517,120.2,196.41,-0.464,-0.040,0.822,8,-4.38,1.10,3.32
31370,2026-09-12T12:52:24.920Z,48.0573985,17.5658768,120.3,195.65,-0.485,-0.024,0.821,8,-4.03,2.36,3.41
31371,2026-09-12T12:52:24.960Z,48.0574082,17.5659018,120.3,194.55,-0.516,-0.021,0.850,8,-3.40,3.98,3.09
31372,2026-09-12T12:52:25.000Z,48.0574178,17.5659267,120.3,193.60,-0.567,-0.009,0.881,8,-2.14,5.32,3.05
31373,2026-09-12T12:52:25.040Z,48.0574274,17.5659515,120.3,192.93,-0.604,0.001,0.919,8,-0.73,5.25,2.86
31374,2026-09-12T12:52:25.080Z,48.0574370,17.5659761,120.4,192.15,-0.629,0.004,0.952,8,0.56,4.59,2.41
31375,2026-09-12T12:52:25.120Z,48.0574465,17.5660007,120.4,191.28,-0.650,-0.005,0.951,8,1.24,3.26,2.09
31376,2026-09-12T12:52:25.160Z,48.0574560,17.5660251,120.4,190.39,-0.657,0.000,0.935,8,1.99,2.21,1.94
31377,2026-09-12T12:52:25.200Z,48.0574655,17.5660494,120.4,189.37,-0.668,0.010,0.889,8,2.39,1.87,1.50
31378,2026-09-12T12:52:25.240Z,48.0574749,17.5660736,120.4,188.46,-0.686,0.009,0.849,8,2.46,1.99,0.97
31379,2026-09-12T12:52:25.280Z,48.0574842,17.5660976,120.4,187.60,-0.683,0.009,0.822,8,2.09,2.40,0.79
31380,2026-09-12T12:52:25.320Z,48.0574935,17.5661216,120.5,186.73,-0.644,0.013,0.845,8,1.48,1.94,0.49
31381,2026-09-12T12:52:25.360Z,48.0575028,17.5661454,120.5,185.62,-0.660,0.000,0.805,8,0.70,4.17,0.81
31382,2026-09-12T12:52:25.400Z,48.0575120,17.5661691,120.5,184.83,-0.687,-0.012,0.754,8,0.22,4.42,1.18
31383,2026-09-12T12:52:25.440Z,48.0575211,17.5661926,120.5,183.89,-0.702,-0.021,0.764,8,0.04,4.07,1.60
31384,2026-09-12T12:52:25.480Z,48.0575302,17.5662160,120.4,182.26,-0.771,-0.020,0.735,8,0.14,4.66,2.30
31385,2026-09-12T12:52:25.520Z,48.0575392,17.5662391,120.5,181.01,-0.810,-0.009,0.758,8,0.06,3.08,2.62
31386,2026-09-12T12:52:25.560Z,48.0575482,17.5662623,120.5,180.09,-0.809,0.001,0.832,8,-0.40,1.25,2.54
31387,2026-09-12T12:52:25.600Z,48.0575570,17.5662853,120.5,179.37,-0.803,0.010,0.898,8,-0.94,0.48,2.31
31388,2026-09-12T12:52:25.640Z,48.0575661,17.5663083,120.5,178.66,-0.806,0.004,0.916,8,-1.38,0.18,1.96
31389,2026-09-12T12:52:25.680Z,48.0575749,17.5663311,120.5,177.68,-0.782,-0.007,0.956,8,-1.37,-0.78,1.62
31390,2026-09-12T12:52:25.720Z,48.0575836,17.5663537,120.5,176.50,-0.783,-0.012,0.948,8,-0.91,0.53,1.81
31391,2026-09-12T12:52:25.760Z,48.0575924,17.5663763,120.5,175.49,-0.783,-0.003,0.924,8,0.17,0.97,1.83
31392,2026-09-12T12:52:25.800Z,48.0576011,17.5663987,120.5,174.59,-0.772,0.002,0.907,8,1.01,1.69,1.91
31393,2026-09-12T12:52:25.840Z,48.0576098,17.5664209,120.5,173.80,-0.766,0.013,0.877,8,1.68,2.00,1.87
31394,2026-09-12T12:52:25.880Z,48.0576184,17.5664431,120.5,172.99,-0.766,0.017,0.837,8,1.86,2.17,1.57
31395,2026-09-12T12:52:25.920Z,48.0576269,17.5664652,120.4,171.78,-0.778,0.002,0.799,8,1.70,2.29,1.28
31396,2026-09-12T12:52:25.960Z,48.0576355,17.5664871,120.4,170.43,-0.784,0.000,0.780,8,1.86,1.22,0.99
31397,2026-09-12T12:52:26.000Z,48.0576439,17.5665087,120.4,169.25,-0.807,-0.011,0.780,8,1.38,0.66,1.28
31398,2026-09-12T12:52:26.040Z,48.0576521,17.5665303,120.4,167.96,-0.827,-0.022,0.774,8,0.57,0.67,1.76
31399,2026-09-12T12:52:26.080Z,48.0576604,17.5665517,120.4,167.01,-0.838,-0.021,0.802,8,0.05,0.33,2.31
31400,2026-09-12T12:52:26.120Z,48.0576687,17.5665731,120.4,166.19,-0.830,-0.012,0.833,8,-0.20,0.49,2.71
31401,2026-09-12T12:52:26.160Z,48.0576769,17.5665944,120.4,165.45,-0.827,-0.013,0.859,8,-0.35,1.12,2.68
31402,2026-09-12T12:52:26.200Z,48.0576851,17.5666154,120.4,164.37,-0.799,-0.006,0.901,8,0.20,1.09,2.21
31403,2026-09-12T12:52:26.240Z,48.0576932,17.5666363,120.5,163.24,-0.780,0.003,0.915,8,0.84,1.26,1.73
31404,2026-09-12T12:52:26.280Z,48.0577011,17.5666572,120.4,162.34,-0.742,0.006,0.924,8,0.94,1.39,1.35
31405,2026-09-12T12:52:26.320Z,48.0577092,17.5666778,120.4,161.33,-0.746,0.004,0.893,8,0.67,1.86,1.34
31406,2026-09-12T12:52:26.360Z,48.0577172,17.5666986,120.4,160.52,-0.757,0.000,0.875,8,0.20,1.39,1.62
31407,2026-09-12T12:52:26.400Z,48.0577251,17.5667190,120.4,159.40,-0.770,0.001,0.852,8,-0.13,1.42,1.86
31408,2026-09-12T12:52:26.440Z,48.0577329,17.5667392,120.4,158.17,-0.811,-0.002,0.834,8,-0.30,1.70,2.02
31409,2026-09-12T12:52:26.480Z,48.0577406,17.5667595,120.4,157.15,-0.835,0.004,0.822,8,-0.14,1.31,2.01
31410,2026-09-12T12:52:26.520Z,48.0577484,17.5667795,120.4,156.16,-0.831,0.009,0.847,8,0.17,0.83,1.57
31411,2026-09-12T12:52:26.560Z,48.0577561,17.5667994,120.4,155.15,-0.822,0.006,0.871,8,0.27,0.77,1.07
31412,2026-09-12T12:52:26.600Z,48.0577637,17.5668193,120.4,154.18,-0.815,0.005,0.892,8,0.19,0.20,0.78
31413,2026-09-12T12:52:26.640Z,48.0577713,17.5668390,120.4,153.26,-0.784,0.000,0.941,8,0.22,-0.46,0.68
31414,2026-09-12T12:52:26.680Z,48.0577788,17.5668585,120.4,152.22,-0.796,-0.010,0.948,8,0.03,-0.16,0.84
31415,2026-09-12T12:52:26.720Z,48.0577864,17.5668780,120.3,151.47,-0.810,-0.020,0.916,8,-0.53,0.38,1.33
31416,2026-09-12T12:52:26.760Z,48.0577939,17.5668973,120.3,150.34,-0.817,-0.021,0.865,8,-1.20,1.21,1.68
31417,2026-09-12T12:52:26.800Z,48.0578014,17.5669165,120.2,149.21,-0.804,-0.031,0.842,8,-1.83,1.56,1.71
31418,2026-09-12T12:52:26.840Z,48.0578087,17.5669355,120.2,148.17,-0.793,-0.025,0.799,8,-2.54,1.80,1.86
31419,2026-09-12T12:52:26.880Z,48.0578162,17.5669546,120.1,147.55,-0.784,-0.020,0.804,8,-2.97,0.99,1.77
31420,2026-09-12T12:52:26.920Z,48.0578236,17.5669736,120.0,146.81,-0.774,-0.014,0.827,8,-2.94,0.38,1.67
31421,2026-09-12T12:52:26.960Z,48.0578308,17.5669924,120.0,145.89,-0.781,-0.014,0.858,8,-3.05,-0.82,1.71
31422,2026-09-12T12:52:27.000Z,48.0578379,17.5670110,120.0,145.04,-0.799,-0.013,0.886,8,-2.93,-0.96,1.68
31423,2026-09-12T12:52:27.040Z,48.0578451,17.5670294,119.9,143.61,-0.814,-0.019,0.910,8,-2.49,-0.50,1.26
31424,2026-09-12T12:52:27.080Z,48.0578522,17.5670477,119.9,142.60,-0.790,-0.021,0.925,8,-2.72,-0.28,1.20
31425,2026-09-12T12:52:27.120Z,48.0578592,17.5670659,119.9,142.02,-0.788,-0.025,0.927,8,-3.44,0.56,1.31
31426,2026-09-12T12:52:27.160Z,48.0578663,17.5670840,119.9,141.08,-0.773,-0.027,0.905,8,-3.99,1.42,1.66
31427,2026-09-12T12:52:27.200Z,48.0578733,17.5671019,119.8,140.02,-0.768,-0.023,0.885,8,-4.87,1.32,2.46
31428,2026-09-12T12:52:27.240Z,48.0578801,17.5671198,119.8,138.77,-0.772,-0.013,0.870,8,-5.24,1.28,3.15
31429,2026-09-12T12:52:27.280Z,48.0578869,17.5671375,119.8,137.76,-0.771,-0.006,0.871,8,-4.71,1.15,3.24
31430,2026-09-12T12:52:27.320Z,48.0578938,17.5671551,119.8,136.83,-0.753,-0.007,0.878,8,-3.93,0.45,3.16
31431,2026-09-12T12:52:27.360Z,48.0579006,17.5671725,119.7,136.34,-0.756,-0.008,0.883,8,-2.78,0.25,2.80
31432,2026-09-12T12:52:27.400Z,48.0579075,17.5671900,119.7,135.77,-0.758,-0.004,0.880,8,-1.15,0.41,2.04
31433,2026-09-12T12:52:27.440Z,48.0579142,17.5672072,119.7,134.72,-0.744,-0.008,0.894,8,-0.49,0.25,1.39
31434,2026-09-12T12:52:27.480Z,48.0579208,17.5672243,119.6,133.42,-0.744,-0.011,0.891,8,-0.61,0.43,0.97
31435,2026-09-12T12:52:27.520Z,48.0579273,17.5672413,119.6,132.60,-0.748,-0.015,0.889,8,-1.37,0.38,0.70
31436,2026-09-12T12:52:27.560Z,48.0579341,17.5672582,119.6,131.93,-0.736,-0.028,0.894,8,-2.69,0.39,0.89
31437,2026-09-12T12:52:27.600Z,48.0579407,17.5672751,119.5,131.40,-0.724,-0.044,0.895,8,-3.73,0.07,1.46
31438,2026-09-12T12:52:27.640Z,48.0579472,17.5672919,119.5,130.59,-0.714,-0.052,0.909,8,-3.76,-0.23,2.33
31439,2026-09-12T12:52:27.680Z,48.0579537,17.5673085,119.5,129.64,-0.720,-0.057,0.916,8,-2.63,-0.45,3.25
31440,2026-09-12T12:52:27.720Z,48.0579601,17.5673250,119.4,128.92,-0.721,-0.050,0.927,8,-0.43,-0.79,3.88
31441,2026-09-12T12:52:27.760Z,48.0579667,17.5673413,119.4,128.07,-0.720,-0.031,0.946,8,2.09,-1.07,4.03
31442,2026-09-12T12:52:27.800Z,48.0579731,17.5673576,119.3,127.19,-0.727,-0.012,0.960,8,4.21,-1.61,3.69
31443,2026-09-12T12:52:27.840Z,48.0579795,17.5673737,119.3,126.22,-0.736,0.000,0.974,8,5.56,-1.96,2.94
31444,2026-09-12T12:52:27.880Z,48.0579858,17.5673898,119.2,125.36,-0.730,-0.002,0.996,8,5.93,-1.92,2.03
31445,2026-09-12T12:52:27.920Z,48.0579921,17.5674056,119.2,124.75,-0.729,-0.013,1.016,8,5.69,-2.25,1.38
31446,2026-09-12T12:52:27.960Z,48.0579984,17.5674217,119.2,124.45,-0.715,-0.029,1.037,8,5.25,-2.16,0.97
31447,2026-09-12T12:52:28.000Z,48.0580045,17.5674373,119.1,123.28,-0.720,-0.050,1.038,8,4.71,-1.13,1.02
31448,2026-09-12T12:52:28.040Z,48.0580108,17.5674530,119.1,122.61,-0.697,-0.066,1.031,8,4.56,-0.77,1.33
31449,2026-09-12T12:52:28.080Z,48.0580170,17.5674685,119.1,121.53,-0.693,-0.076,1.019,8,4.84,0.01,1.81
31450,2026-09-12T12:52:28.120Z,48.0580231,17.5674839,119.0,120.85,-0.694,-0.077,0.964,8,5.53,1.33,2.56
31451,2026-09-12T12:52:28.160Z,48.0580291,17.5674992,119.0,119.99,-0.698,-0.064,0.901,8,6.69,2.06,3.27
31452,2026-09-12T12:52:28.200Z,48.0580351,17.5675145,118.9,119.24,-0.699,-0.050,0.854,8,7.82,1.37,3.57
31453,2026-09-12T12:52:28.240Z,48.0580410,17.5675296,118.9,118.23,-0.705,-0.036,0.830,8,8.76,0.79,3.55
31454,2026-09-12T12:52:28.280Z,48.0580470,17.5675445,118.8,117.02,-0.698,-0.033,0.853,8,9.49,0.02,2.91
31455,2026-09-12T12:52:28.320Z,48.0580528,17.5675593,118.8,116.37,-0.706,-0.034,0.888,8,10.18,-1.46,2.15
31456,2026-09-12T12:52:28.360Z,48.0580586,17.5675742,118.8,115.97,-0.685,-0.053,0.968,8,10.74,-2.54,1.41
31457,2026-09-12T12:52:28.400Z,48.0580644,17.5675888,118.7,114.83,-0.686,-0.066,1.003,8,11.64,-2.37,1.14
31458,2026-09-12T12:52:28.440Z,48.0580701,17.5676035,118.7,114.06,-0.681,-0.071,1.036,8,12.57,-2.83,1.21
31459,2026-09-12T12:52:28.480Z,48.0580757,17.5676180,118.7,113.47,-0.682,-0.066,1.040,8,13.34,-1.92,1.62
31460,2026-09-12T12:52:28.520Z,48.0580813,17.5676324,118.6,112.89,-0.699,-0.051,1.016,8,13.77,-1.17,1.89
31461,2026-09-12T12:52:28.560Z,48.0580869,17.5676468,118.6,111.77,-0.714,-0.042,1.005,8,13.56,-0.71,1.90
31462,2026-09-12T12:52:28.600Z,48.0580923,17.5676609,118.6,110.64,-0.716,-0.043,1.005,8,13.11,-0.71,1.85
31463,2026-09-12T12:52:28.640Z,48.0580978,17.5676750,118.5,109.94,-0.707,-0.058,1.017,8,13.02,-1.00,1.98
31464,2026-09-12T12:52:28.680Z,48.0581030,17.5676891,118.5,109.40,-0.710,-0.075,1.008,8,13.90,-1.21,2.44
31465,2026-09-12T12:52:28.720Z,48.0581084,17.5677032,118.5,108.75,-0.695,-0.077,1.018,8,16.00,-1.67,2.97
31466,2026-09-12T12:52:28.760Z,48.0581136,17.5677171,118.5,108.05,-0.699,-0.069,0.999,8,18.72,-2.09,3.27
31467,2026-09-12T12:52:28.800Z,48.0581188,17.5677309,118.5,107.06,-0.688,-0.054,1.001,8,21.65,-2.28,2.89
31468,2026-09-12T12:52:28.840Z,48.0581240,17.5677445,118.4,106.05,-0.694,-0.026,0.968,8,24.33,-2.47,2.25
31469,2026-09-12T12:52:28.880Z,48.0581290,17.5677581,118.4,105.22,-0.656,-0.017,1.000,8,26.24,-2.63,1.01
31470,2026-09-12T12:52:28.920Z,48.0581340,17.5677717,118.4,104.52,-0.666,-0.018,0.952,8,27.49,-2.09,0.05
31471,2026-09-12T12:52:28.960Z,48.0581389,17.5677852,118.4,104.04,-0.642,-0.011,0.955,8,28.33,-2.83,-0.50
31472,2026-09-12T12:52:29.000Z,48.0581437,17.5677986,118.4,102.99,-0.620,-0.020,0.972,8,28.87,-3.03,-0.96
31473,2026-09-12T12:52:29.040Z,48.0581485,17.5678119,118.3,102.27,-0.618,-0.030,0.968,8,28.94,-4.26,-0.98
31474,2026-09-12T12:52:29.080Z,48.0581533,17.5678251,118.3,101.56,-0.618,-0.039,0.990,8,28.98,-4.90,-1.17
31475,2026-09-12T12:52:29.120Z,48.0581579,17.5678384,118.3,100.85,-0.601,-0.040,1.035,8,29.31,-5.45,-1.40
31476,2026-09-12T12:52:29.160Z,48.0581625,17.5678515,118.3,100.27,-0.608,-0.041,1.043,8,29.58,-5.37,-1.68
31477,2026-09-12T12:52:29.200Z,48.0581670,17.5678646,118.3,99.63,-0.618,-0.021,1.044,8,29.85,-5.56,-2.04
31478,2026-09-12T12:52:29.240Z,48.0581714,17.5678777,118.3,98.96,-0.610,0.009,1.055,8,29.86,-5.15,-2.98
31479,2026-09-12T12:52:29.280Z,48.0581758,17.5678905,118.3,98.07,-0.607,0.028,1.055,8,28.73,-5.18,-4.04
31480,2026-09-12T12:52:29.320Z,48.0581800,17.5679034,118.3,97.33,-0.607,0.027,1.044,8,26.69,-5.30,-5.05
31481,2026-09-12T12:52:29.360Z,48.0581842,17.5679163,118.3,96.71,-0.588,0.024,1.068,8,24.15,-5.61,-5.91
31482,2026-09-12T12:52:29.400Z,48.0581883,17.5679291,118.3,95.95,-0.590,0.009,1.039,8,21.51,-5.05,-6.35
31483,2026-09-12T12:52:29.440Z,48.0581923,17.5679418,118.2,95.46,-0.581,-0.005,1.024,8,18.87,-4.97,-6.32
31484,2026-09-12T12:52:29.480Z,48.0581963,17.5679546,118.2,94.78,-0.571,-0.009,0.984,8,16.77,-4.96,-6.57
31485,2026-09-12T12:52:29.520Z,48.0582001,17.5679671,118.2,94.07,-0.567,0.005,0.965,8,15.23,-4.94,-6.86
31486,2026-09-12T12:52:29.560Z,48.0582039,17.5679798,118.2,93.38,-0.558,0.016,0.933,8,13.64,-5.23,-7.41
31487,2026-09-12T12:52:29.600Z,48.0582076,17.5679924,118.2,92.71,-0.534,0.022,0.894,8,12.25,-6.09,-8.21
31488,2026-09-12T12:52:29.640Z,48.0582112,17.5680048,118.2,92.23,-0.500,0.012,0.909,8,10.74,-7.02,-8.82
31489,2026-09-12T12:52:29.680Z,48.0582147,17.5680175,118.2,91.92,-0.477,0.001,0.884,8,9.79,-7.42,-9.03
31490,2026-09-12T12:52:29.720Z,48.0582181,17.5680301,118.2,91.62,-0.438,-0.006,0.877,8,9.10,-8.05,-8.91
31491,2026-09-12T12:52:29.760Z,48.0582214,17.5680427,118.2,91.21,-0.411,-0.009,0.884,8,9.17,-7.92,-8.91
31492,2026-09-12T12:52:29.800Z,48.0582246,17.5680552,118.2,90.81,-0.402,0.000,0.880,8,8.98,-7.84,-8.77
31493,2026-09-12T12:52:29.840Z,48.0582279,17.5680677,118.2,90.25,-0.392,0.019,0.855,8,9.05,-7.58,-9.06
31494,2026-09-12T12:52:29.880Z,48.0582310,17.5680801,118.2,89.64,-0.383,0.038,0.864,8,8.77,-7.52,-9.40
31495,2026-09-12T12:52:29.920Z,48.0582340,17.5680926,118.2,89.28,-0.389,0.031,0.837,8,7.78,-7.39,-9.76
31496,2026-09-12T12:52:29.960Z,48.0582370,17.5681050,118.2,88.94,-0.383,0.015,0.859,8,6.63,-7.35,-9.89
31497,2026-09-12T12:52:30.000Z,48.0582398,17.5681173,118.1,88.49,-0.371,-0.007,0.910,8,5.69,-7.14,-9.82
31498,2026-09-12T12:52:30.040Z,48.0582425,17.5681299,118.1,88.13,-0.372,-0.026,0.959,8,5.12,-6.70,-9.37
31499,2026-09-12T12:52:30.080Z,48.0582452,17.5681423,118.1,87.87,-0.361,-0.063,0.998,8,4.69,-6.34,-8.50
31500,2026-09-12T12:52:30.120Z,48.0582477,17.5681546,118.1,87.26,-0.348,-0.075,1.037,8,5.80,-5.77,-7.56
31501,2026-09-12T12:52:30.160Z,48.0582502,17.5681670,118.1,87.06,-0.347,-0.062,1.033,8,7.81,-5.89,-6.80
31502,2026-09-12T12:52:30.200Z,48.0582526,17.5681793,118.1,86.74,-0.342,-0.045,1.027,8,9.96,-6.39,-6.75
31503,2026-09-12T12:52:30.240Z,48.0582549,17.5681917,118.1,86.16,-0.335,-0.006,1.006,8,12.14,-7.38,-7.74
31504,2026-09-12T12:52:30.280Z,48.0582572,17.5682040,118.1,85.82,-0.335,0.036,0.969,8,13.29,-8.90,-9.67
31505,2026-09-12T12:52:30.320Z,48.0582594,17.5682161,118.1,85.33,-0.312,0.046,0.966,8,13.28,-10.25,-11.76
31506,2026-09-12T12:52:30.360Z,48.0582614,17.5682284,118.0,84.99,-0.300,0.039,0.964,8,12.59,-10.71,-13.20
31507,2026-09-12T12:52:30.400Z,48.0582634,17.5682408,118.0,84.92,-0.278,0.022,1.005,8,11.57,-10.97,-13.79
31508,2026-09-12T12:52:30.440Z,48.0582652,17.5682531,118.0,84.77,-0.250,-0.013,1.080,8,10.49,-10.44,-13.51
31509,2026-09-12T12:52:30.480Z,48.0582670,17.5682654,118.0,84.45,-0.248,-0.036,1.126,8,9.56,-9.43,-12.68
31510,2026-09-12T12:52:30.520Z,48.0582686,17.5682777,118.0,84.19,-0.235,-0.037,1.153,8,8.65,-8.93,-12.05
31511,2026-09-12T12:52:30.560Z,48.0582702,17.5682899,118.0,83.80,-0.213,-0.028,1.137,8,7.68,-9.18,-11.86
31512,2026-09-12T12:52:30.600Z,48.0582718,17.5683022,118.0,83.61,-0.169,-0.019,1.110,8,6.71,-10.19,-12.15
31513,2026-09-12T12:52:30.640Z,48.0582733,17.5683144,118.0,83.67,-0.124,-0.005,1.077,8,6.24,-11.36,-12.65
31514,2026-09-12T12:52:30.680Z,48.0582745,17.5683268,118.0,83.94,-0.075,-0.008,1.072,8,5.99,-12.35,-13.01
31515,2026-09-12T12:52:30.720Z,48.0582757,17.5683393,118.0,84.10,-0.041,-0.015,1.059,8,6.23,-12.73,-13.04
31516,2026-09-12T12:52:30.760Z,48.0582768,17.5683518,118.0,84.15,-0.025,-0.019,1.061,8,6.83,-12.35,-12.75
31517,2026-09-12T12:52:30.800Z,48.0582777,17.5683642,117.9,83.90,-0.025,-0.031,1.064,8,7.52,-11.48,-12.40
31518,2026-09-12T12:52:30.840Z,48.0582787,17.5683767,117.9,83.91,-0.030,-0.036,1.064,8,8.42,-10.67,-12.18
31519,2026-09-12T12:52:30.880Z,48.0582795,17.5683892,117.9,84.05,-0.036,-0.031,1.048,8,9.33,-10.02,-12.25
31520,2026-09-12T12:52:30.920Z,48.0582802,17.5684017,117.9,83.95,-0.049,-0.030,1.027,8,9.79,-9.80,-12.51
31521,2026-09-12T12:52:30.960Z,48.0582808,17.5684142,117.9,83.92,-0.052,-0.024,1.029,8,9.95,-9.90,-12.92
