Record,Time,Latitude,Longitude,Altitude,Speed,GForceX,GForceY,GForceZ,Lap,GyroX,GyroY,GyroZ
2846,2026-09-12T12:33:23.920Z,48.0569771,17.5683186,117.5,108.73,0.350,-0.089,1.016,1,-11.05,-0.92,4.01
2847,2026-09-12T12:33:23.960Z,48.0569715,17.5683044,117.6,109.21,0.342,-0.107,1.041,1,-10.34,-0.44,4.53
2848,2026-09-12T12:33:24.000Z,48.0569658,17.5682903,117.6,109.63,0.298,-0.117,1.035,1,-9.17,0.70,5.32
2849,2026-09-12T12:33:24.040Z,48.0569602,17.5682761,117.6,109.82,0.228,-0.124,1.014,1,-7.38,2.07,6.18
2850,2026-09-12T12:33:24.080Z,48.0569546,17.5682621,117.6,109.62,0.158,-0.110,1.024,1,-4.50,2.53,6.80
2851,2026-09-12T12:33:24.120Z,48.0569491,17.5682481,117.6,109.45,0.077,-0.092,0.986,1,-2.17,3.03,7.23
2852,2026-09-12T12:33:24.160Z,48.0569434,17.5682341,117.6,109.52,0.083,-0.064,0.971,1,0.23,1.00,6.88
2853,2026-09-12T12:33:24.200Z,48.0569377,17.5682200,117.6,109.81,0.130,-0.046,0.996,1,1.31,-1.18,6.35
2854,2026-09-12T12:33:24.240Z,48.0569319,17.5682057,117.6,110.30,0.176,-0.051,1.003,1,1.93,-2.79,5.61
2855,2026-09-12T12:33:24.280Z,48.0569260,17.5681916,117.6,110.98,0.234,-0.072,1.037,1,2.30,-4.01,4.99
2856,2026-09-12T12:33:24.320Z,48.0569202,17.5681773,117.6,111.56,0.271,-0.093,1.061,1,3.00,-4.32,4.58
2857,2026-09-12T12:33:24.360Z,48.0569144,17.5681628,117.6,111.92,0.284,-0.116,1.101,1,4.21,-3.61,4.40
2858,2026-09-12T12:33:24.400Z,48.0569085,17.5681485,117.7,112.12,0.259,-0.103,1.062,1,5.89,-2.06,4.14
2859,2026-09-12T12:33:24.440Z,48.0569025,17.5681342,117.7,112.45,0.259,-0.082,1.051,1,7.02,-1.37,3.55
2860,2026-09-12T12:33:24.480Z,48.0568966,17.5681199,117.7,112.66,0.247,-0.064,1.023,1,6.83,0.14,2.83
2861,2026-09-12T12:33:24.520Z,48.0568907,17.5681056,117.7,112.81,0.217,-0.060,0.999,1,6.06,0.64,2.09
2862,2026-09-12T12:33:24.560Z,48.0568846,17.5680913,117.7,112.97,0.175,-0.069,0.969,1,4.00,1.45,1.96
2863,2026-09-12T12:33:24.600Z,48.0568786,17.5680769,117.7,113.27,0.151,-0.084,0.980,1,1.78,1.43,2.38
2864,2026-09-12T12:33:24.640Z,48.0568725,17.5680624,117.7,113.42,0.100,-0.088,0.974,1,-0.36,1.44,3.23
2865,2026-09-12T12:33:24.680Z,48.0568665,17.5680481,117.7,113.40,0.061,-0.074,0.962,1,-2.29,1.21,4.01
2866,2026-09-12T12:33:24.720Z,48.0568604,17.5680338,117.7,113.40,0.048,-0.062,0.989,1,-4.08,0.89,4.46
2867,2026-09-12T12:33:24.760Z,48.0568543,17.5680195,117.8,113.46,0.022,-0.049,0.981,1,-5.66,0.73,4.42
2868,2026-09-12T12:33:24.800Z,48.0568482,17.5680053,117.8,113.55,0.014,-0.055,1.002,1,-7.36,0.49,4.21
2869,2026-09-12T12:33:24.840Z,48.0568421,17.5679910,117.8,113.59,0.008,-0.058,1.003,1,-8.93,0.12,4.13
2870,2026-09-12T12:33:24.880Z,48.0568360,17.5679767,117.8,113.54,0.005,-0.074,1.016,1,-10.41,-0.05,4.22
2871,2026-09-12T12:33:24.920Z,48.0568297,17.5679624,117.8,113.64,-0.006,-0.074,1.008,1,-11.54,0.12,4.40
2872,2026-09-12T12:33:24.960Z,48.0568235,17.5679482,117.8,113.70,-0.006,-0.080,1.039,1,-12.13,0.18,4.57
2873,2026-09-12T12:33:25.000Z,48.0568172,17.5679341,117.8,113.58,-0.029,-0.079,1.031,1,-12.37,0.51,4.64
2874,2026-09-12T12:33:25.040Z,48.0568111,17.5679199,117.8,113.41,-0.045,-0.069,1.030,1,-12.26,0.94,4.61
2875,2026-09-12T12:33:25.080Z,48.0568048,17.5679058,117.8,113.27,-0.072,-0.054,1.027,1,-12.49,1.00,4.54
2876,2026-09-12T12:33:25.120Z,48.0567985,17.5678918,117.8,113.13,-0.092,-0.030,1.008,1,-13.36,1.37,4.58
2877,2026-09-12T12:33:25.160Z,48.0567922,17.5678779,117.8,113.04,-0.121,-0.021,0.981,1,-15.02,1.72,4.65
2878,2026-09-12T12:33:25.200Z,48.0567858,17.5678639,117.8,112.86,-0.148,-0.030,0.960,1,-17.03,1.89,4.99
2879,2026-09-12T12:33:25.240Z,48.0567795,17.5678500,117.8,112.59,-0.173,-0.048,0.943,1,-18.62,2.25,5.64
2880,2026-09-12T12:33:25.280Z,48.0567731,17.5678362,117.8,112.31,-0.195,-0.076,0.940,1,-18.96,1.85,6.44
2881,2026-09-12T12:33:25.320Z,48.0567668,17.5678225,117.8,112.05,-0.224,-0.096,0.936,1,-18.14,1.21,7.34
2882,2026-09-12T12:33:25.360Z,48.0567606,17.5678089,117.8,111.68,-0.231,-0.080,0.942,1,-16.14,0.24,8.05
2883,2026-09-12T12:33:25.400Z,48.0567542,17.5677954,117.8,111.37,-0.236,-0.069,0.973,1,-14.01,-0.87,8.14
2884,2026-09-12T12:33:25.440Z,48.0567478,17.5677818,117.8,111.07,-0.233,-0.048,1.001,1,-12.35,-1.86,7.64
2885,2026-09-12T12:33:25.480Z,48.0567412,17.5677685,117.8,110.90,-0.230,-0.030,1.017,1,-11.58,-2.09,6.88
2886,2026-09-12T12:33:25.520Z,48.0567347,17.5677551,117.8,110.76,-0.225,-0.042,1.046,1,-11.49,-2.06,6.14
2887,2026-09-12T12:33:25.560Z,48.0567282,17.5677419,117.8,110.69,-0.217,-0.066,1.046,1,-11.94,-1.97,6.06
2888,2026-09-12T12:33:25.600Z,48.0567217,17.5677286,117.8,110.33,-0.204,-0.079,1.044,1,-11.95,-1.93,6.53
2889,2026-09-12T12:33:25.640Z,48.0567152,17.5677154,117.8,109.96,-0.208,-0.085,1.030,1,-11.57,-1.77,7.35
2890,2026-09-12T12:33:25.680Z,48.0567087,17.5677023,117.8,109.72,-0.209,-0.072,1.010,1,-10.63,-2.02,8.05
2891,2026-09-12T12:33:25.720Z,48.0567021,17.5676893,117.8,109.61,-0.182,-0.068,1.022,1,-9.80,-2.96,8.51
2892,2026-09-12T12:33:25.760Z,48.0566954,17.5676764,117.8,109.31,-0.165,-0.056,1.026,1,-9.17,-3.36,8.56
2893,2026-09-12T12:33:25.800Z,48.0566887,17.5676635,117.8,109.40,-0.149,-0.048,1.008,1,-8.99,-3.95,8.35
2894,2026-09-12T12:33:25.840Z,48.0566820,17.5676508,117.8,109.39,-0.120,-0.057,1.023,1,-9.13,-4.46,8.16
2895,2026-09-12T12:33:25.880Z,48.0566752,17.5676379,117.8,109.14,-0.117,-0.074,1.014,1,-9.46,-4.50,8.28
2896,2026-09-12T12:33:25.920Z,48.0566685,17.5676253,117.8,108.80,-0.110,-0.079,1.026,1,-9.35,-4.48,8.56
2897,2026-09-12T12:33:25.960Z,48.0566616,17.5676127,117.8,108.68,-0.112,-0.093,1.053,1,-8.80,-4.65,8.86
2898,2026-09-12T12:33:26.000Z,48.0566548,17.5676001,117.8,108.70,-0.100,-0.092,1.071,1,-8.08,-4.47,9.12
2899,2026-09-12T12:33:26.040Z,48.0566478,17.5675877,117.8,108.63,-0.100,-0.084,1.059,1,-7.05,-4.51,9.12
2900,2026-09-12T12:33:26.080Z,48.0566409,17.5675752,117.8,108.61,-0.068,-0.085,1.091,1,-6.17,-4.76,8.95
2901,2026-09-12T12:33:26.120Z,48.0566339,17.5675629,117.8,108.45,-0.063,-0.078,1.070,1,-5.83,-4.49,8.77
2902,2026-09-12T12:33:26.160Z,48.0566268,17.5675507,117.8,108.53,-0.049,-0.071,1.047,1,-5.53,-4.74,8.53
2903,2026-09-12T12:33:26.200Z,48.0566197,17.5675384,117.8,108.48,-0.030,-0.084,1.070,1,-5.76,-4.68,8.63
2904,2026-09-12T12:33:26.240Z,48.0566126,17.5675261,117.8,108.69,-0.032,-0.087,1.059,1,-5.70,-4.88,8.89
2905,2026-09-12T12:33:26.280Z,48.0566055,17.5675140,117.8,108.69,-0.023,-0.089,1.056,1,-5.73,-4.98,9.44
2906,2026-09-12T12:33:26.320Z,48.0565983,17.5675020,117.8,108.57,-0.018,-0.100,1.063,1,-5.03,-5.31,9.86
2907,2026-09-12T12:33:26.360Z,48.0565909,17.5674900,117.8,108.60,-0.002,-0.090,1.069,1,-4.12,-5.52,10.25
2908,2026-09-12T12:33:26.400Z,48.0565836,17.5674781,117.8,108.54,0.000,-0.089,1.068,1,-2.97,-5.49,10.39
2909,2026-09-12T12:33:26.440Z,48.0565761,17.5674662,117.8,108.68,0.012,-0.091,1.089,1,-2.13,-5.61,10.36
2910,2026-09-12T12:33:26.480Z,48.0565686,17.5674543,117.8,108.82,0.009,-0.074,1.077,1,-1.24,-5.35,10.09
2911,2026-09-12T12:33:26.520Z,48.0565612,17.5674425,117.8,108.80,0.013,-0.067,1.091,1,-0.78,-5.12,9.83
2912,2026-09-12T12:33:26.560Z,48.0565535,17.5674309,117.8,108.91,0.006,-0.065,1.089,1,-0.78,-4.89,9.66
2913,2026-09-12T12:33:26.600Z,48.0565460,17.5674193,117.8,108.96,0.008,-0.056,1.088,1,-0.77,-4.79,9.57
2914,2026-09-12T12:33:26.640Z,48.0565382,17.5674078,117.8,108.96,0.001,-0.043,1.077,1,-0.95,-4.05,9.61
2915,2026-09-12T12:33:26.680Z,48.0565305,17.5673963,117.8,109.04,0.009,-0.037,1.065,1,-1.28,-4.18,9.57
2916,2026-09-12T12:33:26.720Z,48.0565228,17.5673848,117.8,109.08,0.022,-0.048,1.060,1,-2.19,-3.97,9.61
2917,2026-09-12T12:33:26.760Z,48.0565150,17.5673735,117.8,109.25,0.025,-0.050,1.029,1,-3.19,-4.06,9.56
2918,2026-09-12T12:33:26.800Z,48.0565071,17.5673622,117.7,109.32,0.032,-0.061,1.033,1,-4.10,-4.70,9.48
2919,2026-09-12T12:33:26.840Z,48.0564991,17.5673510,117.7,109.26,0.025,-0.070,1.021,1,-5.34,-4.73,9.64
2920,2026-09-12T12:33:26.880Z,48.0564910,17.5673398,117.7,109.28,0.015,-0.058,1.013,1,-6.14,-4.85,9.72
2921,2026-09-12T12:33:26.920Z,48.0564829,17.5673288,117.7,109.44,0.000,-0.057,1.022,1,-6.75,-4.92,9.83
2922,2026-09-12T12:33:26.960Z,48.0564748,17.5673179,117.7,109.43,-0.010,-0.057,1.024,1,-7.09,-4.66,10.00
2923,2026-09-12T12:33:27.000Z,48.0564668,17.5673069,117.7,109.40,-0.026,-0.057,1.046,1,-7.37,-4.10,10.22
2924,2026-09-12T12:33:27.040Z,48.0564585,17.5672961,117.7,109.38,-0.044,-0.060,1.059,1,-7.09,-4.42,10.16
2925,2026-09-12T12:33:27.080Z,48.0564504,17.5672854,117.7,109.28,-0.046,-0.070,1.078,1,-6.97,-4.10,10.18
2926,2026-09-12T12:33:27.120Z,48.0564420,17.5672748,117.7,109.28,-0.059,-0.062,1.081,1,-6.62,-3.48,10.03
2927,2026-09-12T12:33:27.160Z,48.0564337,17.5672643,117.7,109.21,-0.089,-0.060,1.050,1,-6.45,-3.46,9.74
2928,2026-09-12T12:33:27.200Z,48.0564253,17.5672540,117.7,108.95,-0.080,-0.070,1.054,1,-6.50,-3.85,9.66
2929,2026-09-12T12:33:27.240Z,48.0564171,17.5672436,117.7,108.84,-0.083,-0.076,1.038,1,-6.80,-4.38,9.90
2930,2026-09-12T12:33:27.280Z,48.0564086,17.5672333,117.7,108.81,-0.104,-0.097,1.002,1,-7.08,-5.62,10.29
2931,2026-09-12T12:33:27.320Z,48.0564001,17.5672232,117.7,108.78,-0.091,-0.102,1.020,1,-6.82,-6.28,10.88
2932,2026-09-12T12:33:27.360Z,48.0563916,17.5672131,117.7,108.84,-0.069,-0.098,1.048,1,-5.48,-7.10,11.09
2933,2026-09-12T12:33:27.400Z,48.0563830,17.5672031,117.7,109.02,-0.064,-0.093,1.054,1,-4.31,-7.05,11.18
2934,2026-09-12T12:33:27.440Z,48.0563745,17.5671932,117.7,108.87,-0.068,-0.064,1.053,1,-2.85,-6.01,10.99
2935,2026-09-12T12:33:27.480Z,48.0563657,17.5671836,117.7,108.78,-0.069,-0.063,1.074,1,-1.64,-5.94,10.50
2936,2026-09-12T12:33:27.520Z,48.0563570,17.5671740,117.7,108.57,-0.074,-0.057,1.076,1,-1.58,-5.75,10.17
2937,2026-09-12T12:33:27.560Z,48.0563482,17.5671644,117.7,108.44,-0.073,-0.068,1.090,1,-2.05,-5.90,9.95
2938,2026-09-12T12:33:27.600Z,48.0563394,17.5671550,117.6,108.42,-0.075,-0.079,1.082,1,-2.93,-6.00,9.84
2939,2026-09-12T12:33:27.640Z,48.0563307,17.5671457,117.6,108.62,-0.064,-0.104,1.070,1,-3.90,-6.52,9.87
2940,2026-09-12T12:33:27.680Z,48.0563217,17.5671364,117.6,108.74,-0.016,-0.104,1.110,1,-4.28,-6.17,10.14
2941,2026-09-12T12:33:27.720Z,48.0563129,17.5671272,117.6,108.59,-0.038,-0.105,1.032,1,-4.32,-5.98,10.24
2942,2026-09-12T12:33:27.760Z,48.0563039,17.5671181,117.6,108.66,-0.016,-0.106,1.055,1,-4.11,-6.28,10.50
2943,2026-09-12T12:33:27.800Z,48.0562949,17.5671092,117.6,108.57,-0.019,-0.099,1.039,1,-3.74,-6.31,10.84
2944,2026-09-12T12:33:27.840Z,48.0562858,17.5671003,117.6,108.34,-0.032,-0.098,1.023,1,-3.24,-7.06,11.01
2945,2026-09-12T12:33:27.880Z,48.0562768,17.5670917,117.6,108.37,-0.039,-0.103,1.034,1,-2.97,-7.97,11.17
2946,2026-09-12T12:33:27.920Z,48.0562675,17.5670829,117.6,108.45,-0.019,-0.099,1.076,1,-2.50,-8.21,11.22
2947,2026-09-12T12:33:27.960Z,48.0562584,17.5670744,117.6,108.70,-0.034,-0.090,1.058,1,-2.14,-7.55,10.83
2948,2026-09-12T12:33:28.000Z,48.0562491,17.5670661,117.6,108.76,-0.015,-0.075,1.072,1,-1.80,-6.69,10.17
2949,2026-09-12T12:33:28.040Z,48.0562398,17.5670577,117.6,108.67,-0.020,-0.084,1.088,1,-1.97,-5.37,9.70
2950,2026-09-12T12:33:28.080Z,48.0562304,17.5670494,117.6,108.54,-0.049,-0.092,1.042,1,-2.51,-4.80,9.57
2951,2026-09-12T12:33:28.120Z,48.0562212,17.5670413,117.6,108.45,-0.039,-0.125,1.084,1,-3.25,-5.18,9.80
2952,2026-09-12T12:33:28.160Z,48.0562118,17.5670332,117.6,108.33,-0.067,-0.141,1.056,1,-3.83,-6.00,10.40
2953,2026-09-12T12:33:28.200Z,48.0562023,17.5670253,117.6,108.26,-0.076,-0.152,1.079,1,-3.87,-7.01,11.10
2954,2026-09-12T12:33:28.240Z,48.0561929,17.5670176,117.6,108.18,-0.069,-0.147,1.101,1,-3.35,-7.60,11.49
2955,2026-09-12T12:33:28.280Z,48.0561835,17.5670101,117.6,108.32,-0.069,-0.126,1.097,1,-2.43,-7.52,11.33
2956,2026-09-12T12:33:28.320Z,48.0561739,17.5670025,117.6,108.32,-0.073,-0.109,1.096,1,-1.87,-6.65,11.03
2957,2026-09-12T12:33:28.360Z,48.0561643,17.5669950,117.6,108.37,-0.065,-0.106,1.106,1,-1.43,-5.85,10.47
